Source,Target,Weight,Type
ORCID:0000-0002-2891-3819,ORCID:0000-0003-0223-8576,1,undirected
ORCID:0000-0002-2893-0213,ORCID:0000-0002-7027-8804,1,undirected
ORCID:0000-0002-2896-3189,ORCID:0000-0003-3614-7138,1,undirected
ORCID:0000-0002-2896-6443,ORCID:0000-0002-6798-7634,1,undirected
ORCID:0000-0002-2896-6443,ORCID:0000-0003-2529-3105,1,undirected
ORCID:0000-0002-2897-0389,ORCID:0000-0002-6548-2288,1,undirected
ORCID:0000-0002-2897-0389,ORCID:0000-0002-8303-2715,1,undirected
ORCID:0000-0002-2898-8036,ORCID:0000-0002-5764-8292,3,undirected
ORCID:0000-0002-2898-8036,ORCID:0000-0002-7589-2029,1,undirected
ORCID:0000-0002-2898-8036,ORCID:0000-0002-9360-8343,1,undirected
ORCID:0000-0002-2898-8036,ORCID:0000-0003-1947-492X,1,undirected
ORCID:0000-0002-2898-8036,ORCID:0000-0003-3909-0640,2,undirected
ORCID:0000-0002-2898-8036,ORCID:0009-0004-7535-9824,3,undirected
ORCID:0000-0002-2898-8036,ORCID:0009-0009-8573-6941,1,undirected
ORCID:0000-0002-2898-9995,ORCID:0000-0002-6843-4038,1,undirected
ORCID:0000-0002-2899-8592,ORCID:0000-0003-4484-3803,1,undirected
ORCID:0000-0002-2906-787X,ORCID:0000-0002-7046-6063,1,undirected
ORCID:0000-0002-2907-9133,ORCID:0000-0003-0527-2745,1,undirected
ORCID:0000-0002-2907-9133,ORCID:0000-0003-2224-7023,1,undirected
ORCID:0000-0002-2907-9133,ORCID:0000-0003-4886-7482,1,undirected
ORCID:0000-0002-2910-6541,ORCID:0000-0003-3701-816X,1,undirected
ORCID:0000-0002-2912-4563,ORCID:0000-0002-9762-4295,1,undirected
ORCID:0000-0002-2912-4563,ORCID:0000-0003-1531-0725,1,undirected
ORCID:0000-0002-2914-8063,ORCID:0000-0002-2971-6219,1,undirected
ORCID:0000-0002-2914-8063,ORCID:0000-0003-2711-3139,1,undirected
ORCID:0000-0002-2914-8063,ORCID:0000-0003-3986-1652,1,undirected
ORCID:0000-0002-2917-1781,ORCID:0000-0002-5786-4921,1,undirected
ORCID:0000-0002-2917-1781,ORCID:0000-0003-2089-0074,1,undirected
ORCID:0000-0002-2918-0020,ORCID:0000-0002-3758-8691,1,undirected
ORCID:0000-0002-2923-3575,ORCID:0000-0002-7470-6140,1,undirected
ORCID:0000-0002-2923-3575,ORCID:0000-0003-3414-7003,1,undirected
ORCID:0000-0002-2923-5423,ORCID:0000-0002-3815-7762,1,undirected
ORCID:0000-0002-2937-7923,ORCID:0000-0002-7723-2964,1,undirected
ORCID:0000-0002-2937-7923,ORCID:0000-0002-9414-8203,1,undirected
ORCID:0000-0002-2937-7923,ORCID:0000-0002-9804-3732,1,undirected
ORCID:0000-0002-2937-7923,ORCID:0000-0003-0148-2841,1,undirected
ORCID:0000-0002-2937-7923,ORCID:0000-0003-4269-1826,1,undirected
ORCID:0000-0002-2950-9666,ORCID:0000-0002-3501-3755,1,undirected
ORCID:0000-0002-2950-9666,ORCID:0009-0009-5719-7522,1,undirected
ORCID:0000-0002-2951-705X,ORCID:0000-0002-8829-9961,8,undirected
ORCID:0000-0002-2951-705X,ORCID:0000-0002-8926-842X,8,undirected
ORCID:0000-0002-2951-705X,ORCID:0000-0003-0598-6596,1,undirected
ORCID:0000-0002-2951-705X,ORCID:0000-0003-1377-979X,1,undirected
ORCID:0000-0002-2961-7026,ORCID:0000-0002-6879-1844,1,undirected
ORCID:0000-0002-2961-7026,ORCID:0000-0003-2534-8065,1,undirected
ORCID:0000-0002-2964-5713,ORCID:0000-0002-9419-5069,1,undirected
ORCID:0000-0002-2964-5713,ORCID:0000-0003-4053-7526,1,undirected
ORCID:0000-0002-2964-5713,ORCID:0000-0003-4835-0870,1,undirected
ORCID:0000-0002-2968-4026,ORCID:0000-0002-5249-7798,2,undirected
ORCID:0000-0002-2968-4026,ORCID:0000-0002-5515-8142,1,undirected
ORCID:0000-0002-2968-4026,ORCID:0000-0002-5928-2474,1,undirected
ORCID:0000-0002-2968-4026,ORCID:0000-0002-8546-3391,2,undirected
ORCID:0000-0002-2968-4026,ORCID:0000-0003-1705-5000,2,undirected
ORCID:0000-0002-2968-4026,ORCID:0000-0003-4014-8491,2,undirected
ORCID:0000-0002-2968-4026,ORCID:0000-0003-4175-010X,1,undirected
ORCID:0000-0002-2969-3846,ORCID:0000-0002-8523-1494,1,undirected
ORCID:0000-0002-2971-6219,ORCID:0000-0002-5713-5964,1,undirected
ORCID:0000-0002-2974-6434,ORCID:0000-0003-1117-7787,1,undirected
ORCID:0000-0002-2977-9869,ORCID:0000-0002-5346-9094,1,undirected
ORCID:0000-0002-2978-7500,ORCID:0000-0002-7407-6513,1,undirected
ORCID:0000-0002-2978-7500,ORCID:0000-0003-0276-5480,1,undirected
ORCID:0000-0002-2982-7971,ORCID:0000-0002-6700-1185,1,undirected
ORCID:0000-0002-2982-9547,ORCID:0000-0002-9462-0387,1,undirected
ORCID:0000-0002-2982-9547,ORCID:0000-0003-3447-7512,1,undirected
ORCID:0000-0002-2982-9547,ORCID:0000-0003-3936-4664,1,undirected
ORCID:0000-0002-2982-9547,ORCID:0000-0003-4353-1760,1,undirected
ORCID:0000-0002-2982-9651,ORCID:0000-0002-8354-8834,1,undirected
ORCID:0000-0002-2984-3605,ORCID:0000-0003-3369-0071,1,undirected
ORCID:0000-0002-2984-7374,ORCID:0000-0002-3010-2951,1,undirected
ORCID:0000-0002-2984-7374,ORCID:0000-0003-3701-7749,1,undirected
ORCID:0000-0002-3002-1481,ORCID:0000-0003-0864-7223,1,undirected
ORCID:0000-0002-3002-6178,ORCID:0000-0002-3126-4020,1,undirected
ORCID:0000-0002-3002-6178,ORCID:0000-0002-5078-5649,1,undirected
ORCID:0000-0002-3002-6178,ORCID:0000-0002-5722-2988,1,undirected
ORCID:0000-0002-3002-6178,ORCID:0000-0002-8273-7801,1,undirected
ORCID:0000-0002-3002-6178,ORCID:0000-0002-9018-2703,1,undirected
ORCID:0000-0002-3002-6178,ORCID:0000-0002-9416-2806,1,undirected
ORCID:0000-0002-3002-6178,ORCID:0000-0003-0639-8219,1,undirected
ORCID:0000-0002-3002-6178,ORCID:0000-0003-0882-8681,1,undirected
ORCID:0000-0002-3002-6178,ORCID:0000-0003-1009-4197,1,undirected
ORCID:0000-0002-3002-6178,ORCID:0000-0003-1450-3875,1,undirected
ORCID:0000-0002-3002-6178,ORCID:0000-0003-3083-6119,1,undirected
ORCID:0000-0002-3003-2578,ORCID:0000-0002-8039-2846,3,undirected
ORCID:0000-0002-3008-348X,ORCID:0000-0002-8176-2298,1,undirected
ORCID:0000-0002-3008-348X,ORCID:0000-0003-0586-8733,1,undirected
ORCID:0000-0002-3008-7472,ORCID:0000-0003-2384-4268,1,undirected
ORCID:0000-0002-3009-9537,ORCID:0000-0003-0100-8787,1,undirected
ORCID:0000-0002-3009-9537,ORCID:0000-0003-2236-8319,1,undirected
ORCID:0000-0002-3010-2943,ORCID:0000-0003-1982-0423,1,undirected
ORCID:0000-0002-3010-2951,ORCID:0000-0003-3701-7749,1,undirected
ORCID:0000-0002-3011-2607,ORCID:0000-0003-1050-7713,1,undirected
ORCID:0000-0002-3011-2607,ORCID:0000-0003-2515-3890,1,undirected
ORCID:0000-0002-3012-5926,ORCID:0000-0002-7804-6274,1,undirected
ORCID:0000-0002-3012-5926,ORCID:0000-0003-0368-1705,1,undirected
ORCID:0000-0002-3012-5926,ORCID:0000-0003-0371-8993,1,undirected
ORCID:0000-0002-3012-5926,ORCID:0000-0003-2272-8476,1,undirected
ORCID:0000-0002-3012-5926,ORCID:0000-0003-4269-1826,1,undirected
ORCID:0000-0002-3016-5354,ORCID:0000-0002-3385-5262,1,undirected
ORCID:0000-0002-3016-5354,ORCID:0000-0002-7097-7955,1,undirected
ORCID:0000-0002-3026-2613,ORCID:0000-0003-1627-5300,1,undirected
ORCID:0000-0002-3026-2613,ORCID:0000-0003-2282-5196,1,undirected
ORCID:0000-0002-3026-2613,ORCID:0000-0003-2829-3661,1,undirected
ORCID:0000-0002-3030-6874,ORCID:0000-0002-7473-6403,1,undirected
ORCID:0000-0002-3031-5906,ORCID:0000-0003-0553-5090,2,undirected
ORCID:0000-0002-3035-4470,ORCID:0000-0003-2669-5536,2,undirected
ORCID:0000-0002-3044-2833,ORCID:0000-0003-1952-8262,1,undirected
ORCID:0000-0002-3053-5941,ORCID:0000-0003-1247-4337,1,undirected
ORCID:0000-0002-3053-5941,ORCID:0000-0003-2146-7059,1,undirected
ORCID:0000-0002-3062-9665,ORCID:0000-0002-4661-0141,1,undirected
ORCID:0000-0002-3063-275X,ORCID:0000-0002-3225-5564,1,undirected
ORCID:0000-0002-3063-275X,ORCID:0000-0002-3468-0097,1,undirected
ORCID:0000-0002-3071-4704,ORCID:0000-0002-4670-1342,1,undirected
ORCID:0000-0002-3071-4704,ORCID:0000-0002-8289-6802,1,undirected
ORCID:0000-0002-3071-4704,ORCID:0000-0003-2185-2096,1,undirected
ORCID:0000-0002-3071-4704,ORCID:0000-0003-3434-9385,1,undirected
ORCID:0000-0002-3072-8081,ORCID:0000-0003-1986-4354,1,undirected
ORCID:0000-0002-3072-8081,ORCID:0009-0007-0352-7560,1,undirected
ORCID:0000-0002-3073-8351,ORCID:0000-0002-3985-2898,1,undirected
ORCID:0000-0002-3073-8351,ORCID:0000-0003-0288-8691,1,undirected
ORCID:0000-0002-3073-8351,ORCID:0000-0003-1077-8193,2,undirected
ORCID:0000-0002-3073-8351,ORCID:0000-0003-1977-7680,2,undirected
ORCID:0000-0002-3076-2976,ORCID:0000-0003-1141-2505,1,undirected
ORCID:0000-0002-3076-3629,ORCID:0000-0002-3080-8292,2,undirected
ORCID:0000-0002-3079-5989,ORCID:0000-0003-3337-5733,1,undirected
ORCID:0000-0002-3082-9974,ORCID:0000-0002-7906-6293,1,undirected
ORCID:0000-0002-3082-9974,ORCID:0000-0003-0536-2409,1,undirected
ORCID:0000-0002-3083-3105,ORCID:0000-0003-2721-4407,3,undirected
ORCID:0000-0002-3084-5042,ORCID:0000-0003-0520-3475,1,undirected
ORCID:0000-0002-3088-5044,ORCID:0000-0002-8985-2749,3,undirected
ORCID:0000-0002-3091-4140,ORCID:0000-0002-5401-4366,1,undirected
ORCID:0000-0002-3091-4140,ORCID:0000-0002-8899-8949,1,undirected
ORCID:0000-0002-3092-7523,ORCID:0000-0003-2094-6584,1,undirected
ORCID:0000-0002-3092-7523,ORCID:0000-0003-3340-9841,1,undirected
ORCID:0000-0002-3092-8235,ORCID:0000-0002-5051-868X,1,undirected
ORCID:0000-0002-3092-8235,ORCID:0000-0002-5158-454X,1,undirected
ORCID:0000-0002-3092-8235,ORCID:0000-0002-6529-7605,3,undirected
ORCID:0000-0002-3095-4425,ORCID:0000-0002-5719-7516,1,undirected
ORCID:0000-0002-3095-4425,ORCID:0000-0003-1251-8352,1,undirected
ORCID:0000-0002-3096-4121,ORCID:0000-0003-3064-4475,1,undirected
ORCID:0000-0002-3096-5159,ORCID:0000-0002-3122-2883,1,undirected
ORCID:0000-0002-3096-5159,ORCID:0000-0003-2310-6126,1,undirected
ORCID:0000-0002-3097-9438,ORCID:0000-0002-4608-281X,1,undirected
ORCID:0000-0002-3097-9438,ORCID:0000-0002-5613-5858,1,undirected
ORCID:0000-0002-3097-9438,ORCID:0000-0003-1720-8476,1,undirected
ORCID:0000-0002-3097-9438,ORCID:0000-0003-4357-4402,1,undirected
ORCID:0000-0002-3099-5980,ORCID:0000-0002-6775-4822,1,undirected
ORCID:0000-0002-3099-5980,ORCID:0000-0003-0781-5467,1,undirected
ORCID:0000-0002-3099-5980,ORCID:0000-0003-2350-7069,1,undirected
ORCID:0000-0002-3099-7185,ORCID:0000-0002-3253-9364,1,undirected
ORCID:0000-0002-3099-7185,ORCID:0000-0002-3847-1452,1,undirected
ORCID:0000-0002-3099-7185,ORCID:0000-0002-8219-8510,1,undirected
ORCID:0000-0002-3099-7185,ORCID:0000-0003-0060-582X,1,undirected
ORCID:0000-0002-3099-7185,ORCID:0000-0003-1689-4128,1,undirected
ORCID:0000-0002-3099-7185,ORCID:0000-0003-1704-1004,1,undirected
ORCID:0000-0002-3099-9164,ORCID:0000-0002-3486-8292,1,undirected
ORCID:0000-0002-3099-9164,ORCID:0000-0002-4806-4017,1,undirected
ORCID:0000-0002-3099-9164,ORCID:0000-0002-5815-8172,1,undirected
ORCID:0000-0002-3099-9164,ORCID:0000-0002-8588-3396,2,undirected
ORCID:0000-0002-3099-9164,ORCID:0000-0003-0590-225X,1,undirected
ORCID:0000-0002-3099-9164,ORCID:0000-0003-0664-8337,1,undirected
ORCID:0000-0002-3099-9164,ORCID:0000-0003-2784-410X,2,undirected
ORCID:0000-0002-3099-9164,ORCID:0009-0006-1200-8255,7,undirected
ORCID:0000-0002-3102-6356,ORCID:0000-0002-3207-0498,1,undirected
ORCID:0000-0002-3102-6356,ORCID:0000-0002-3740-5306,1,undirected
ORCID:0000-0002-3102-6356,ORCID:0000-0002-8224-621X,1,undirected
ORCID:0000-0002-3104-6170,ORCID:0000-0003-3826-9438,1,undirected
ORCID:0000-0002-3106-2920,ORCID:0000-0003-4137-0094,1,undirected
ORCID:0000-0002-3106-2920,ORCID:0009-0004-2818-6983,1,undirected
ORCID:0000-0002-3107-3021,ORCID:0000-0002-6704-0918,1,undirected
ORCID:0000-0002-3111-4217,ORCID:0000-0002-4704-7178,3,undirected
ORCID:0000-0002-3111-4217,ORCID:0000-0003-3972-1158,2,undirected
ORCID:0000-0002-3114-9727,ORCID:0000-0002-7191-6556,1,undirected
ORCID:0000-0002-3122-2883,ORCID:0000-0003-2310-6126,1,undirected
ORCID:0000-0002-3126-4020,ORCID:0000-0002-5078-5649,1,undirected
ORCID:0000-0002-3126-4020,ORCID:0000-0002-5722-2988,1,undirected
ORCID:0000-0002-3126-4020,ORCID:0000-0002-8273-7801,1,undirected
ORCID:0000-0002-3126-4020,ORCID:0000-0002-9018-2703,1,undirected
ORCID:0000-0002-3126-4020,ORCID:0000-0002-9416-2806,1,undirected
ORCID:0000-0002-3126-4020,ORCID:0000-0003-0639-8219,1,undirected
ORCID:0000-0002-3126-4020,ORCID:0000-0003-0882-8681,1,undirected
ORCID:0000-0002-3126-4020,ORCID:0000-0003-1009-4197,1,undirected
ORCID:0000-0002-3126-4020,ORCID:0000-0003-1450-3875,1,undirected
ORCID:0000-0002-3126-4020,ORCID:0000-0003-3083-6119,1,undirected
ORCID:0000-0002-3127-3744,ORCID:0000-0002-4397-6519,1,undirected
ORCID:0000-0002-3127-3744,ORCID:0000-0002-5782-0793,1,undirected
ORCID:0000-0002-3128-9527,ORCID:0000-0002-6823-0377,1,undirected
ORCID:0000-0002-3128-9527,ORCID:0000-0002-7895-5240,1,undirected
ORCID:0000-0002-3128-9527,ORCID:0000-0003-4566-5906,1,undirected
ORCID:0000-0002-3132-4388,ORCID:0000-0002-3835-5582,1,undirected
ORCID:0000-0002-3135-7788,ORCID:0000-0003-2259-1449,8,undirected
ORCID:0000-0002-3140-8194,ORCID:0000-0003-3667-3031,1,undirected
ORCID:0000-0002-3140-8194,ORCID:0000-0003-4550-3747,1,undirected
ORCID:0000-0002-3142-0441,ORCID:0000-0002-5098-9756,1,undirected
ORCID:0000-0002-3142-0441,ORCID:0000-0003-0784-8509,1,undirected
ORCID:0000-0002-3142-0441,ORCID:0000-0003-4948-7326,1,undirected
ORCID:0000-0002-3148-2933,ORCID:0000-0002-3754-0014,1,undirected
ORCID:0000-0002-3150-5496,ORCID:0000-0002-9116-4005,1,undirected
ORCID:0000-0002-3151-1933,ORCID:0000-0003-2723-6593,1,undirected
ORCID:0000-0002-3154-0865,ORCID:0000-0002-6627-9273,1,undirected
ORCID:0000-0002-3156-3039,ORCID:0000-0003-1631-8171,1,undirected
ORCID:0000-0002-3164-8104,ORCID:0000-0002-5420-8945,1,undirected
ORCID:0000-0002-3165-4053,ORCID:0000-0002-8734-5452,2,undirected
ORCID:0000-0002-3165-4053,ORCID:0000-0003-1363-6895,2,undirected
ORCID:0000-0002-3169-3781,ORCID:0000-0002-6897-6072,1,undirected
ORCID:0000-0002-3169-7790,ORCID:0000-0002-3360-2599,1,undirected
ORCID:0000-0002-3169-7790,ORCID:0000-0003-1636-0994,1,undirected
ORCID:0000-0002-3169-7790,ORCID:0000-0003-3939-1873,1,undirected
ORCID:0000-0002-3172-1340,ORCID:0000-0002-3600-2134,1,undirected
ORCID:0000-0002-3172-1340,ORCID:0000-0002-4769-6311,1,undirected
ORCID:0000-0002-3172-1340,ORCID:0000-0002-4777-1596,1,undirected
ORCID:0000-0002-3172-1340,ORCID:0000-0002-6469-2419,1,undirected
ORCID:0000-0002-3172-1340,ORCID:0000-0002-7166-5195,1,undirected
ORCID:0000-0002-3172-1340,ORCID:0000-0002-8098-8666,1,undirected
ORCID:0000-0002-3172-1340,ORCID:0000-0002-8183-5565,1,undirected
ORCID:0000-0002-3172-1340,ORCID:0000-0002-9057-5937,1,undirected
ORCID:0000-0002-3172-1340,ORCID:0000-0002-9078-6697,1,undirected
ORCID:0000-0002-3172-1340,ORCID:0000-0002-9354-1740,1,undirected
ORCID:0000-0002-3172-1340,ORCID:0000-0003-0067-0154,1,undirected
ORCID:0000-0002-3172-1340,ORCID:0000-0003-0335-1175,1,undirected
ORCID:0000-0002-3172-1340,ORCID:0000-0003-1686-1414,1,undirected
ORCID:0000-0002-3172-1340,ORCID:0000-0003-2071-8530,1,undirected
ORCID:0000-0002-3172-1340,ORCID:0000-0003-3240-9524,1,undirected
ORCID:0000-0002-3172-1340,ORCID:0000-0003-3531-1119,1,undirected
ORCID:0000-0002-3172-1340,ORCID:0000-0003-3603-1733,1,undirected
ORCID:0000-0002-3172-1340,ORCID:0000-0003-3637-1447,1,undirected
ORCID:0000-0002-3172-1340,ORCID:0000-0003-4145-7042,1,undirected
ORCID:0000-0002-3172-1340,ORCID:0000-0003-4692-3516,1,undirected
ORCID:0000-0002-3184-8288,ORCID:0000-0002-5897-9800,1,undirected
ORCID:0000-0002-3186-7294,ORCID:0000-0002-4925-9123,1,undirected
ORCID:0000-0002-3186-7294,ORCID:0000-0003-3054-9793,1,undirected
ORCID:0000-0002-3186-7606,ORCID:0000-0003-4565-0763,1,undirected
ORCID:0000-0002-3192-9491,ORCID:0000-0002-6153-7712,1,undirected
ORCID:0000-0002-3193-5808,ORCID:0000-0002-6567-970X,1,undirected
ORCID:0000-0002-3193-5808,ORCID:0000-0002-7238-3480,1,undirected
ORCID:0000-0002-3193-5808,ORCID:0000-0002-8741-3072,1,undirected
ORCID:0000-0002-3198-6488,ORCID:0000-0002-5391-0011,1,undirected
ORCID:0000-0002-3204-5188,ORCID:0000-0002-8427-1523,1,undirected
ORCID:0000-0002-3207-0498,ORCID:0000-0002-3740-5306,1,undirected
ORCID:0000-0002-3207-0498,ORCID:0000-0002-8224-621X,1,undirected
ORCID:0000-0002-3211-1659,ORCID:0000-0002-5424-4268,1,undirected
ORCID:0000-0002-3211-1659,ORCID:0000-0003-1381-4049,1,undirected
ORCID:0000-0002-3219-2815,ORCID:0000-0003-0400-1628,2,undirected
ORCID:0000-0002-3225-5564,ORCID:0000-0002-3468-0097,1,undirected
ORCID:0000-0002-3229-5734,ORCID:0000-0003-4689-1921,1,undirected
ORCID:0000-0002-3232-1752,ORCID:0000-0002-3481-7305,1,undirected
ORCID:0000-0002-3232-1752,ORCID:0000-0002-4795-4499,1,undirected
ORCID:0000-0002-3232-1752,ORCID:0000-0002-5765-6161,1,undirected
ORCID:0000-0002-3232-1752,ORCID:0000-0002-6283-5025,4,undirected
ORCID:0000-0002-3232-1752,ORCID:0000-0002-6683-5831,1,undirected
ORCID:0000-0002-3232-1752,ORCID:0000-0002-7321-4881,1,undirected
ORCID:0000-0002-3232-1752,ORCID:0000-0002-9527-0307,1,undirected
ORCID:0000-0002-3232-1752,ORCID:0000-0003-2011-1501,1,undirected
ORCID:0000-0002-3232-1752,ORCID:0000-0003-2784-410X,2,undirected
ORCID:0000-0002-3232-1752,ORCID:0009-0001-5432-281X,1,undirected
ORCID:0000-0002-3232-5913,ORCID:0000-0002-4726-2871,1,undirected
ORCID:0000-0002-3233-3817,ORCID:0000-0003-0527-4716,1,undirected
ORCID:0000-0002-3233-3817,ORCID:0000-0003-4535-8789,1,undirected
ORCID:0000-0002-3236-7654,ORCID:0000-0002-3506-4157,1,undirected
ORCID:0000-0002-3236-7654,ORCID:0000-0002-3814-1496,1,undirected
ORCID:0000-0002-3236-7654,ORCID:0000-0002-5757-270X,1,undirected
ORCID:0000-0002-3236-7654,ORCID:0000-0002-7025-6349,1,undirected
ORCID:0000-0002-3236-7654,ORCID:0000-0002-7993-8987,2,undirected
ORCID:0000-0002-3236-7654,ORCID:0000-0002-9168-5118,1,undirected
ORCID:0000-0002-3236-7654,ORCID:0000-0002-9566-9393,1,undirected
ORCID:0000-0002-3236-7654,ORCID:0000-0003-0417-9143,3,undirected
ORCID:0000-0002-3236-7654,ORCID:0000-0003-0474-654X,1,undirected
ORCID:0000-0002-3236-7654,ORCID:0000-0003-0852-5912,1,undirected
ORCID:0000-0002-3236-7654,ORCID:0000-0003-0912-095X,5,undirected
ORCID:0000-0002-3236-7654,ORCID:0000-0003-3229-3234,1,undirected
ORCID:0000-0002-3245-6227,ORCID:0000-0003-1554-3895,1,undirected
ORCID:0000-0002-3247-9912,ORCID:0000-0003-1429-1219,1,undirected
ORCID:0000-0002-3250-2553,ORCID:0000-0002-9728-485X,1,undirected
ORCID:0000-0002-3250-396X,ORCID:0000-0003-4566-5906,1,undirected
ORCID:0000-0002-3250-7274,ORCID:0000-0002-5889-4196,1,undirected
ORCID:0000-0002-3250-7274,ORCID:0000-0002-7410-2996,1,undirected
ORCID:0000-0002-3250-7274,ORCID:0000-0003-1728-7856,1,undirected
ORCID:0000-0002-3252-2538,ORCID:0000-0002-5818-3167,1,undirected
ORCID:0000-0002-3253-9364,ORCID:0000-0002-3847-1452,1,undirected
ORCID:0000-0002-3253-9364,ORCID:0000-0002-4266-2681,1,undirected
ORCID:0000-0002-3253-9364,ORCID:0000-0002-5396-5602,1,undirected
ORCID:0000-0002-3253-9364,ORCID:0000-0002-5473-9324,1,undirected
ORCID:0000-0002-3253-9364,ORCID:0000-0002-8219-8510,1,undirected
ORCID:0000-0002-3253-9364,ORCID:0000-0003-0060-582X,3,undirected
ORCID:0000-0002-3253-9364,ORCID:0000-0003-0327-7315,1,undirected
ORCID:0000-0002-3253-9364,ORCID:0000-0003-1689-4128,1,undirected
ORCID:0000-0002-3253-9364,ORCID:0000-0003-1704-1004,1,undirected
ORCID:0000-0002-3253-9364,ORCID:0000-0003-4886-7482,1,undirected
ORCID:0000-0002-3255-0651,ORCID:0000-0002-6916-2839,1,undirected
ORCID:0000-0002-3259-2325,ORCID:0000-0002-9135-1644,1,undirected
ORCID:0000-0002-3259-2325,ORCID:0000-0003-0391-9007,1,undirected
ORCID:0000-0002-3259-2325,ORCID:0000-0003-0895-3562,1,undirected
ORCID:0000-0002-3259-2325,ORCID:0000-0003-1127-5272,1,undirected
ORCID:0000-0002-3263-2294,ORCID:0000-0003-0029-8938,1,undirected
ORCID:0000-0002-3263-2294,ORCID:0000-0003-3606-9029,1,undirected
ORCID:0000-0002-3266-2872,ORCID:0000-0002-6524-4394,1,undirected
ORCID:0000-0002-3266-2872,ORCID:0000-0003-0004-2713,1,undirected
ORCID:0000-0002-3267-0872,ORCID:0000-0002-5605-5938,1,undirected
ORCID:0000-0002-3267-0872,ORCID:0000-0002-7271-3224,1,undirected
ORCID:0000-0002-3267-0872,ORCID:0000-0002-9428-3018,1,undirected
ORCID:0000-0002-3275-6692,ORCID:0000-0002-4650-4701,1,undirected
ORCID:0000-0002-3275-6692,ORCID:0000-0002-7139-0988,1,undirected
ORCID:0000-0002-3275-6692,ORCID:0000-0002-9129-247X,1,undirected
ORCID:0000-0002-3275-6692,ORCID:0000-0003-1991-3611,1,undirected
ORCID:0000-0002-3275-6692,ORCID:0000-0003-2537-9048,1,undirected
ORCID:0000-0002-3276-6348,ORCID:0000-0002-6040-4563,1,undirected
ORCID:0000-0002-3276-6348,ORCID:0000-0002-7654-8174,1,undirected
ORCID:0000-0002-3276-6348,ORCID:0000-0003-0578-1507,1,undirected
ORCID:0000-0002-3276-6348,ORCID:0000-0003-1009-4197,1,undirected
ORCID:0000-0002-3287-1076,ORCID:0000-0003-1146-9413,1,undirected
ORCID:0000-0002-3289-4817,ORCID:0000-0003-1618-0184,1,undirected
ORCID:0000-0002-3291-673X,ORCID:0000-0002-6265-3723,1,undirected
ORCID:0000-0002-3291-673X,ORCID:0000-0002-7925-7102,1,undirected
ORCID:0000-0002-3291-673X,ORCID:0000-0003-4506-9434,1,undirected
ORCID:0000-0002-3292-1811,ORCID:0000-0002-5863-9988,1,undirected
ORCID:0000-0002-3292-1811,ORCID:0000-0002-6158-8608,1,undirected
ORCID:0000-0002-3292-1811,ORCID:0000-0002-6883-8905,1,undirected
ORCID:0000-0002-3292-1811,ORCID:0000-0003-1718-2376,1,undirected
ORCID:0000-0002-3292-1811,ORCID:0000-0003-3521-2954,1,undirected
ORCID:0000-0002-3301-5917,ORCID:0000-0002-9126-3062,1,undirected
ORCID:0000-0002-3304-6430,ORCID:0000-0003-0993-454X,1,undirected
ORCID:0000-0002-3310-0214,ORCID:0000-0002-7817-3695,1,undirected
ORCID:0000-0002-3313-0974,ORCID:0000-0003-1219-5389,1,undirected
ORCID:0000-0002-3313-0974,ORCID:0000-0003-2192-9778,1,undirected
ORCID:0000-0002-3313-0974,ORCID:0000-0003-2241-9913,1,undirected
ORCID:0000-0002-3313-0974,ORCID:0000-0003-4409-1461,1,undirected
ORCID:0000-0002-3314-943X,ORCID:0000-0002-7223-0054,1,undirected
ORCID:0000-0002-3316-4875,ORCID:0000-0002-5034-6697,1,undirected
ORCID:0000-0002-3319-7853,ORCID:0000-0002-6205-1431,1,undirected
ORCID:0000-0002-3319-7853,ORCID:0000-0002-7414-8281,2,undirected
ORCID:0000-0002-3319-7853,ORCID:0000-0002-8495-9141,1,undirected
ORCID:0000-0002-3320-2632,ORCID:0000-0003-3948-8130,1,undirected
ORCID:0000-0002-3322-8437,ORCID:0000-0002-6706-5023,1,undirected
ORCID:0000-0002-3322-8525,ORCID:0000-0002-5804-0182,1,undirected
ORCID:0000-0002-3322-8525,ORCID:0000-0002-6814-257X,1,undirected
ORCID:0000-0002-3322-8525,ORCID:0000-0002-7936-4100,1,undirected
ORCID:0000-0002-3328-5669,ORCID:0000-0002-4887-081X,1,undirected
ORCID:0000-0002-3328-5669,ORCID:0000-0002-7673-0996,1,undirected
ORCID:0000-0002-3328-5669,ORCID:0000-0002-8430-791X,1,undirected
ORCID:0000-0002-3328-5669,ORCID:0000-0002-9922-2329,1,undirected
ORCID:0000-0002-3334-0728,ORCID:0000-0002-5565-8905,1,undirected
ORCID:0000-0002-3334-2926,ORCID:0000-0002-4174-1118,1,undirected
ORCID:0000-0002-3334-2926,ORCID:0000-0002-7630-6159,1,undirected
ORCID:0000-0002-3334-2926,ORCID:0000-0002-8539-5333,1,undirected
ORCID:0000-0002-3334-2926,ORCID:0000-0002-8590-0088,1,undirected
ORCID:0000-0002-3334-2926,ORCID:0000-0002-8654-0950,1,undirected
ORCID:0000-0002-3334-2926,ORCID:0000-0003-4514-6057,1,undirected
ORCID:0000-0002-3344-165X,ORCID:0000-0003-4340-6126,1,undirected
ORCID:0000-0002-3344-4463,ORCID:0000-0003-0214-5169,1,undirected
ORCID:0000-0002-3344-4463,ORCID:0000-0003-3332-2615,1,undirected
