Source,Target,Weight,Type
OA:A5006125649,ORCID:0000-0001-6260-1408,1,undirected
OA:A5006125649,ORCID:0000-0002-2923-5423,1,undirected
OA:A5006125649,ORCID:0000-0002-3815-7762,1,undirected
OA:A5006167494,OA:A5008522681,1,undirected
OA:A5006167494,OA:A5009164791,1,undirected
OA:A5006167494,OA:A5089089946,1,undirected
OA:A5006167494,OA:A5112229813,1,undirected
OA:A5006191308,ORCID:0000-0002-5158-2501,1,undirected
OA:A5006191308,ORCID:0000-0002-8905-0930,1,undirected
OA:A5006191308,ORCID:0000-0003-3997-5940,1,undirected
OA:A5006213934,OA:A5015975022,1,undirected
OA:A5006213934,OA:A5045778144,1,undirected
OA:A5006213934,OA:A5048730690,1,undirected
OA:A5006213934,OA:A5061641223,5,undirected
OA:A5006213934,OA:A5088984973,1,undirected
OA:A5006213934,OA:A5110228320,1,undirected
OA:A5006213934,ORCID:0000-0001-6302-7292,2,undirected
OA:A5006213934,ORCID:0000-0002-4908-2321,5,undirected
OA:A5006213934,ORCID:0000-0002-6897-6072,1,undirected
OA:A5006213934,ORCID:0000-0003-0875-6702,1,undirected
OA:A5006213934,ORCID:0000-0003-1067-7026,1,undirected
OA:A5006256399,ORCID:0000-0001-6523-157X,1,undirected
OA:A5006256399,ORCID:0000-0002-2513-9194,1,undirected
OA:A5006256399,ORCID:0000-0002-6033-7989,1,undirected
OA:A5006256399,ORCID:0000-0002-6360-3752,1,undirected
OA:A5006289644,OA:A5080077663,1,undirected
OA:A5006289644,ORCID:0000-0003-0320-2006,1,undirected
OA:A5006292052,OA:A5024640718,1,undirected
OA:A5006353241,OA:A5031422112,1,undirected
OA:A5006353241,OA:A5108271194,1,undirected
OA:A5006353241,ORCID:0000-0003-4334-6821,1,undirected
OA:A5006396006,OA:A5067083720,1,undirected
OA:A5006396006,ORCID:0000-0002-0329-8514,1,undirected
OA:A5006396006,ORCID:0000-0002-0627-5094,2,undirected
OA:A5006396006,ORCID:0000-0002-2478-8889,2,undirected
OA:A5006396006,ORCID:0000-0003-1846-9870,1,undirected
OA:A5006401265,OA:A5028940453,1,undirected
OA:A5006401265,OA:A5078628133,1,undirected
OA:A5006401265,ORCID:0000-0002-4163-3918,1,undirected
OA:A5006401265,ORCID:0000-0003-0206-5134,1,undirected
OA:A5006401265,ORCID:0000-0003-2011-1501,1,undirected
OA:A5006406909,OA:A5027795612,1,undirected
OA:A5006406909,ORCID:0000-0002-9612-0108,1,undirected
OA:A5006505544,OA:A5010517173,1,undirected
OA:A5006505544,ORCID:0000-0002-2289-2789,1,undirected
OA:A5006505544,ORCID:0000-0002-8716-618X,1,undirected
OA:A5006505544,ORCID:0000-0003-1311-3509,1,undirected
OA:A5006536520,OA:A5075885162,1,undirected
OA:A5006536520,ORCID:0000-0002-7293-9362,1,undirected
OA:A5006592814,ORCID:0000-0002-3292-1811,1,undirected
OA:A5006635153,OA:A5066123323,2,undirected
OA:A5006635153,OA:A5074703869,1,undirected
OA:A5006635153,OA:A5110540871,1,undirected
OA:A5006635153,ORCID:0000-0001-7065-0410,1,undirected
OA:A5006635153,ORCID:0000-0002-0711-4399,1,undirected
OA:A5006635153,ORCID:0000-0002-1164-443X,1,undirected
OA:A5006635153,ORCID:0000-0002-3742-542X,2,undirected
OA:A5006635153,ORCID:0000-0002-4594-3825,2,undirected
OA:A5006635153,ORCID:0000-0002-5310-8416,1,undirected
OA:A5006635153,ORCID:0000-0002-7785-0535,3,undirected
OA:A5006635153,ORCID:0000-0003-1627-5300,1,undirected
OA:A5006765583,OA:A5109853085,1,undirected
OA:A5006784385,ORCID:0000-0002-2534-4550,1,undirected
OA:A5006793627,OA:A5014957373,1,undirected
OA:A5006793627,OA:A5109088779,1,undirected
OA:A5006793627,ORCID:0000-0002-3082-9974,1,undirected
OA:A5006793627,ORCID:0000-0002-7906-6293,1,undirected
OA:A5006793627,ORCID:0000-0003-0536-2409,1,undirected
OA:A5006860091,OA:A5088984973,1,undirected
OA:A5006860091,ORCID:0000-0002-6897-6072,1,undirected
OA:A5006928051,ORCID:0000-0002-2655-5456,1,undirected
OA:A5006928051,ORCID:0000-0002-6360-4026,1,undirected
OA:A5006936484,OA:A5018455568,1,undirected
OA:A5006936484,OA:A5111384120,1,undirected
OA:A5006936484,ORCID:0000-0002-1577-2738,1,undirected
OA:A5006936484,ORCID:0000-0002-9370-4837,1,undirected
OA:A5007044889,OA:A5077563804,1,undirected
OA:A5007100176,OA:A5016269180,1,undirected
OA:A5007100176,OA:A5021423605,1,undirected
OA:A5007100176,OA:A5069595680,1,undirected
OA:A5007109853,OA:A5034966948,1,undirected
OA:A5007109853,OA:A5051733597,1,undirected
OA:A5007109853,ORCID:0000-0001-5063-013X,1,undirected
OA:A5007109853,ORCID:0000-0001-6063-8207,1,undirected
OA:A5007109853,ORCID:0000-0002-5481-5833,1,undirected
OA:A5007109853,ORCID:0000-0002-8548-9292,1,undirected
OA:A5007109853,ORCID:0000-0002-8780-919X,1,undirected
OA:A5007109853,ORCID:0000-0003-4687-0629,1,undirected
OA:A5007136907,OA:A5052054939,1,undirected
OA:A5007136907,OA:A5054251309,1,undirected
OA:A5007136907,ORCID:0000-0002-1699-5722,1,undirected
OA:A5007209930,OA:A5048561290,1,undirected
OA:A5007209930,OA:A5051214546,1,undirected
OA:A5007209930,OA:A5060996878,1,undirected
OA:A5007209930,OA:A5072473870,1,undirected
OA:A5007209930,OA:A5114412223,1,undirected
OA:A5007252242,ORCID:0000-0001-5620-9282,1,undirected
OA:A5007252242,ORCID:0000-0001-8181-6498,1,undirected
OA:A5007252242,ORCID:0000-0003-1864-2514,1,undirected
OA:A5007252242,ORCID:0000-0003-2966-4372,1,undirected
OA:A5007260035,OA:A5017681907,1,undirected
OA:A5007266362,OA:A5045423425,1,undirected
OA:A5007266362,OA:A5050114703,1,undirected
OA:A5007266362,ORCID:0000-0003-0875-6702,1,undirected
OA:A5007289920,OA:A5108215090,1,undirected
OA:A5007316411,ORCID:0000-0001-5075-0270,2,undirected
OA:A5007316411,ORCID:0000-0002-3814-1496,2,undirected
OA:A5007316411,ORCID:0000-0003-2419-3153,3,undirected
OA:A5007397801,OA:A5026316810,1,undirected
OA:A5007397801,ORCID:0000-0003-1381-580X,1,undirected
OA:A5007487831,OA:A5107879660,1,undirected
OA:A5007487831,ORCID:0000-0001-7757-078X,1,undirected
OA:A5007487831,ORCID:0000-0003-0654-6824,1,undirected
OA:A5007492118,ORCID:0000-0002-5938-8797,1,undirected
OA:A5007585225,OA:A5086578874,1,undirected
OA:A5007585225,ORCID:0000-0002-8487-8202,1,undirected
OA:A5007589825,OA:A5031144062,1,undirected
OA:A5007589825,OA:A5065758862,1,undirected
OA:A5007623916,ORCID:0000-0002-3471-9086,1,undirected
OA:A5007623916,ORCID:0000-0002-4879-1679,1,undirected
OA:A5007623916,ORCID:0000-0002-6282-3980,1,undirected
OA:A5007623916,ORCID:0000-0002-6556-5032,2,undirected
OA:A5007623916,ORCID:0000-0003-0585-9351,1,undirected
OA:A5007623916,ORCID:0000-0003-3666-328X,1,undirected
OA:A5007629072,OA:A5089735395,1,undirected
OA:A5007649717,ORCID:0000-0002-5244-7862,1,undirected
OA:A5007649717,ORCID:0000-0003-1139-2831,1,undirected
OA:A5007649717,ORCID:0000-0003-3217-9810,1,undirected
OA:A5007741376,OA:A5007988854,1,undirected
OA:A5007741376,OA:A5110297928,1,undirected
OA:A5007742164,OA:A5056179048,1,undirected
OA:A5007742164,ORCID:0000-0002-0973-8285,1,undirected
OA:A5007742164,ORCID:0000-0002-6529-8923,1,undirected
OA:A5007742164,ORCID:0000-0003-2602-7757,1,undirected
OA:A5007768720,ORCID:0000-0002-3578-9000,1,undirected
OA:A5007768720,ORCID:0000-0002-8767-5494,1,undirected
OA:A5007784872,ORCID:0000-0002-4693-3231,1,undirected
OA:A5007784872,ORCID:0000-0003-4087-9294,1,undirected
OA:A5007784872,ORCID:0000-0003-4550-3747,1,undirected
OA:A5007795468,ORCID:0000-0002-6347-0822,1,undirected
OA:A5007805636,OA:A5089108422,1,undirected
OA:A5007805636,OA:A5089797045,1,undirected
OA:A5007805636,OA:A5109329624,1,undirected
OA:A5007805636,OA:A5111881476,1,undirected
OA:A5007805636,ORCID:0000-0001-9573-731X,1,undirected
OA:A5007805636,ORCID:0000-0002-6198-7561,1,undirected
OA:A5007805636,ORCID:0000-0002-6927-593X,1,undirected
OA:A5007805636,ORCID:0000-0003-4917-5226,1,undirected
OA:A5007835858,ORCID:0000-0002-5248-3687,1,undirected
OA:A5007843080,OA:A5075993406,1,undirected
OA:A5007843080,OA:A5109160928,1,undirected
OA:A5007843080,ORCID:0000-0001-7566-271X,1,undirected
OA:A5007843080,ORCID:0000-0002-7755-746X,1,undirected
OA:A5007843080,ORCID:0000-0002-8928-3400,1,undirected
OA:A5007883289,ORCID:0000-0001-9514-8531,1,undirected
OA:A5007920863,ORCID:0000-0001-6556-6249,1,undirected
OA:A5007920863,ORCID:0000-0001-9409-6602,1,undirected
OA:A5007920863,ORCID:0000-0002-1919-084X,1,undirected
OA:A5007920863,ORCID:0000-0002-8245-9899,1,undirected
OA:A5007946819,OA:A5090065091,1,undirected
OA:A5007946819,OA:A5100902419,1,undirected
OA:A5007946819,ORCID:0000-0002-0401-2397,1,undirected
OA:A5007988854,OA:A5110297928,1,undirected
OA:A5007989519,ORCID:0000-0002-0364-2784,1,undirected
OA:A5007989519,ORCID:0000-0002-2700-2204,1,undirected
OA:A5008089284,ORCID:0000-0001-5836-4315,1,undirected
OA:A5008098965,OA:A5053204013,1,undirected
OA:A5008098965,OA:A5055452272,1,undirected
OA:A5008098965,OA:A5060137551,1,undirected
OA:A5008098965,OA:A5092626315,1,undirected
OA:A5008098965,OA:A5093863293,2,undirected
OA:A5008098965,OA:A5104196267,1,undirected
OA:A5008136377,ORCID:0000-0002-4189-9337,1,undirected
OA:A5008136377,ORCID:0000-0002-4887-081X,1,undirected
OA:A5008302662,ORCID:0000-0001-6454-5083,1,undirected
OA:A5008302662,ORCID:0000-0002-5919-4562,1,undirected
OA:A5008302977,ORCID:0000-0002-2453-7270,2,undirected
OA:A5008439028,OA:A5047145911,1,undirected
OA:A5008441427,OA:A5113433862,1,undirected
OA:A5008441427,ORCID:0000-0003-2921-8655,1,undirected
OA:A5008484222,OA:A5084662689,1,undirected
OA:A5008484222,ORCID:0000-0002-1254-4211,1,undirected
OA:A5008484222,ORCID:0000-0002-5291-2592,1,undirected
OA:A5008484222,ORCID:0000-0002-5411-9491,1,undirected
OA:A5008511636,ORCID:0000-0002-1677-2561,1,undirected
OA:A5008512126,ORCID:0000-0002-5996-7801,1,undirected
OA:A5008512126,ORCID:0000-0002-8471-3627,1,undirected
OA:A5008512126,ORCID:0000-0002-9186-2276,1,undirected
OA:A5008522681,OA:A5009164791,1,undirected
OA:A5008522681,OA:A5089089946,1,undirected
OA:A5008522681,OA:A5112229813,1,undirected
OA:A5008579899,OA:A5046589607,1,undirected
OA:A5008579899,OA:A5080429117,1,undirected
OA:A5008579899,OA:A5108809433,1,undirected
OA:A5008579899,ORCID:0000-0001-8642-9980,1,undirected
OA:A5008579899,ORCID:0000-0002-1720-5462,1,undirected
OA:A5008579899,ORCID:0000-0002-1804-8614,2,undirected
OA:A5008579899,ORCID:0000-0002-2373-7158,4,undirected
OA:A5008579899,ORCID:0000-0002-9841-4097,9,undirected
OA:A5008579899,ORCID:0000-0003-0488-5486,2,undirected
OA:A5008579899,ORCID:0000-0003-1202-2023,1,undirected
OA:A5008579899,ORCID:0000-0003-1728-7856,2,undirected
OA:A5008579899,ORCID:0000-0003-1771-8898,1,undirected
OA:A5008579899,ORCID:0000-0003-2850-1862,1,undirected
OA:A5008622328,ORCID:0000-0001-6264-183X,1,undirected
OA:A5008622328,ORCID:0000-0002-5129-0912,1,undirected
OA:A5008711305,ORCID:0000-0002-1528-6473,1,undirected
OA:A5008711305,ORCID:0000-0002-5945-4870,1,undirected
OA:A5008737814,OA:A5014805263,1,undirected
OA:A5008744685,OA:A5086494834,1,undirected
OA:A5008755306,OA:A5046424539,1,undirected
OA:A5008755306,ORCID:0000-0002-0423-984X,1,undirected
OA:A5008755306,ORCID:0000-0002-0778-8975,1,undirected
OA:A5008755306,ORCID:0000-0002-8686-3741,1,undirected
OA:A5008755306,ORCID:0000-0003-2962-8515,1,undirected
OA:A5008755306,ORCID:0000-0003-4308-9781,1,undirected
OA:A5008805795,OA:A5010454545,1,undirected
OA:A5008805795,ORCID:0000-0001-6750-4746,1,undirected
OA:A5008850000,ORCID:0000-0001-6840-3365,1,undirected
OA:A5008850000,ORCID:0000-0002-4760-3090,1,undirected
OA:A5008856750,OA:A5083195609,1,undirected
OA:A5008856750,OA:A5102704572,1,undirected
OA:A5008856750,ORCID:0000-0001-9281-3655,1,undirected
OA:A5008856750,ORCID:0000-0002-2373-7158,1,undirected
OA:A5008856750,ORCID:0000-0002-5075-4922,1,undirected
OA:A5008856750,ORCID:0000-0002-8539-5333,1,undirected
OA:A5008875785,ORCID:0000-0002-1361-5085,1,undirected
OA:A5008935792,ORCID:0000-0001-7061-9317,1,undirected
OA:A5008998949,OA:A5017481643,1,undirected
OA:A5008998949,ORCID:0000-0001-6083-4283,1,undirected
OA:A5008998949,ORCID:0000-0001-9084-6373,1,undirected
OA:A5009105694,ORCID:0000-0001-5048-7177,1,undirected
OA:A5009105694,ORCID:0000-0001-8883-2167,1,undirected
OA:A5009105694,ORCID:0000-0002-3705-4542,1,undirected
OA:A5009105694,ORCID:0000-0002-6775-4822,1,undirected
OA:A5009105694,ORCID:0000-0002-9878-6368,1,undirected
OA:A5009105694,ORCID:0000-0003-0781-5467,1,undirected
OA:A5009116609,OA:A5019392958,1,undirected
OA:A5009116609,OA:A5027580359,1,undirected
OA:A5009116609,OA:A5033931585,1,undirected
OA:A5009116609,OA:A5110201677,1,undirected
OA:A5009116609,OA:A5110270244,1,undirected
OA:A5009116609,ORCID:0000-0002-6957-4593,1,undirected
OA:A5009116609,ORCID:0000-0002-7729-1884,1,undirected
OA:A5009116609,ORCID:0000-0003-0971-7684,1,undirected
OA:A5009116609,ORCID:0000-0003-2139-0485,1,undirected
OA:A5009116609,ORCID:0000-0003-3667-7542,1,undirected
OA:A5009126269,OA:A5061496566,1,undirected
OA:A5009126269,OA:A5109160928,1,undirected
OA:A5009126269,OA:A5110671600,1,undirected
OA:A5009137997,OA:A5020623916,1,undirected
OA:A5009137997,ORCID:0000-0001-9103-0368,1,undirected
OA:A5009137997,ORCID:0000-0002-4655-6341,1,undirected
OA:A5009137997,ORCID:0000-0002-5463-600X,1,undirected
OA:A5009137997,ORCID:0000-0002-7951-4500,1,undirected
OA:A5009137997,ORCID:0000-0002-9056-4699,1,undirected
OA:A5009149965,ORCID:0000-0001-6207-6690,1,undirected
OA:A5009164791,OA:A5089089946,1,undirected
OA:A5009164791,OA:A5112229813,1,undirected
OA:A5009200563,ORCID:0000-0001-7502-4064,1,undirected
OA:A5009200563,ORCID:0000-0002-5617-630X,1,undirected
OA:A5009200563,ORCID:0000-0002-8329-3683,1,undirected
OA:A5009382233,OA:A5108868748,1,undirected
OA:A5009483947,OA:A5034373718,1,undirected
OA:A5009483947,OA:A5047229601,1,undirected
OA:A5009483947,OA:A5108337915,1,undirected
OA:A5009489904,OA:A5052172969,1,undirected
OA:A5009489904,OA:A5057799842,1,undirected
OA:A5009517274,OA:A5049860170,1,undirected
OA:A5009517274,ORCID:0000-0001-5565-1984,1,undirected
OA:A5009537345,OA:A5075958253,1,undirected
OA:A5009537345,ORCID:0000-0002-4469-2841,1,undirected
OA:A5009537345,ORCID:0000-0002-7751-1349,1,undirected
OA:A5009537345,ORCID:0000-0002-9082-8527,1,undirected
OA:A5009537345,ORCID:0000-0002-9394-9519,1,undirected
OA:A5009659783,OA:A5101102739,1,undirected
OA:A5009659783,ORCID:0000-0002-7283-4720,1,undirected
OA:A5009659783,ORCID:0000-0003-2886-3249,1,undirected
OA:A5009659783,ORCID:0000-0003-4013-9536,1,undirected
OA:A5009699321,OA:A5043169339,1,undirected
OA:A5009699321,OA:A5057537354,3,undirected
OA:A5009699321,ORCID:0000-0001-5054-6181,2,undirected
OA:A5009699321,ORCID:0009-0009-8509-335X,2,undirected
OA:A5009751740,OA:A5067169052,1,undirected
OA:A5009792152,OA:A5073723182,1,undirected
OA:A5009792152,ORCID:0000-0003-3000-4603,1,undirected
OA:A5009865553,ORCID:0000-0002-1852-3008,1,undirected
OA:A5009865553,ORCID:0000-0002-6297-4498,1,undirected
OA:A5009889056,ORCID:0000-0003-2656-4843,1,undirected
OA:A5009912542,ORCID:0000-0002-2182-6202,1,undirected
OA:A5009912542,ORCID:0000-0002-9585-2227,1,undirected
OA:A5009918472,OA:A5078896075,1,undirected
OA:A5009918472,ORCID:0000-0002-8286-4990,1,undirected
OA:A5009929214,ORCID:0000-0002-6613-8796,1,undirected
OA:A5009929214,ORCID:0000-0003-2796-0354,1,undirected
OA:A5010170517,OA:A5080968820,1,undirected
OA:A5010170517,OA:A5084418245,1,undirected
OA:A5010170517,OA:A5109486190,1,undirected
OA:A5010170517,ORCID:0000-0001-5721-5369,1,undirected
OA:A5010174598,ORCID:0000-0002-0633-6918,1,undirected
OA:A5010222905,OA:A5058920728,1,undirected
OA:A5010259405,OA:A5043255387,1,undirected
OA:A5010259405,ORCID:0000-0002-0716-2139,1,undirected
OA:A5010259405,ORCID:0000-0002-1452-2091,1,undirected
OA:A5010259405,ORCID:0000-0003-0166-5744,1,undirected
OA:A5010336581,OA:A5067731735,1,undirected
OA:A5010336581,ORCID:0000-0002-5720-4544,1,undirected
OA:A5010336581,ORCID:0000-0003-0125-3707,1,undirected
OA:A5010349732,ORCID:0000-0002-2153-5800,1,undirected
OA:A5010349732,ORCID:0000-0003-1405-4408,1,undirected
OA:A5010353889,OA:A5088687752,1,undirected
OA:A5010353889,ORCID:0000-0001-6483-6286,1,undirected
OA:A5010353889,ORCID:0000-0002-2555-6019,2,undirected
OA:A5010454545,ORCID:0000-0001-6750-4746,1,undirected
OA:A5010509736,ORCID:0000-0002-1885-2426,1,undirected
OA:A5010509736,ORCID:0000-0003-3471-7520,1,undirected
OA:A5010517173,ORCID:0000-0002-2289-2789,1,undirected
OA:A5010517173,ORCID:0000-0002-8716-618X,1,undirected
OA:A5010517173,ORCID:0000-0003-1311-3509,1,undirected
OA:A5010531410,ORCID:0000-0001-8373-9254,1,undirected
OA:A5010531410,ORCID:0000-0002-6706-5023,1,undirected
OA:A5010531410,ORCID:0000-0002-8212-0414,1,undirected
OA:A5010612057,ORCID:0000-0003-0507-0879,1,undirected
OA:A5010612057,ORCID:0000-0003-1134-1006,1,undirected
OA:A5010612057,ORCID:0000-0003-3749-9813,1,undirected
OA:A5010627633,ORCID:0000-0001-7129-4470,1,undirected
OA:A5010627633,ORCID:0000-0001-8603-5498,1,undirected
OA:A5010641020,OA:A5053182510,1,undirected
OA:A5010641020,OA:A5112415387,1,undirected
OA:A5010719937,OA:A5046424539,1,undirected
OA:A5010719937,ORCID:0000-0002-8686-3741,1,undirected
OA:A5010719937,ORCID:0000-0003-0818-5663,1,undirected
OA:A5010734767,ORCID:0000-0001-6039-0053,1,undirected
OA:A5010734767,ORCID:0000-0002-6212-0169,1,undirected
OA:A5010734767,ORCID:0000-0003-0784-3062,1,undirected
OA:A5010779159,ORCID:0000-0001-5620-9282,1,undirected
OA:A5010779159,ORCID:0000-0001-8685-2527,1,undirected
OA:A5010779159,ORCID:0000-0002-4466-850X,1,undirected
OA:A5010779159,ORCID:0000-0003-4351-854X,1,undirected
OA:A5010812132,ORCID:0000-0001-8551-6716,2,undirected
OA:A5010937882,OA:A5108604397,1,undirected
OA:A5010937882,ORCID:0000-0002-0108-546X,1,undirected
OA:A5010937882,ORCID:0000-0002-7181-6117,1,undirected
OA:A5011040876,ORCID:0000-0002-3250-396X,1,undirected
OA:A5011040876,ORCID:0000-0003-4566-5906,1,undirected
OA:A5011073033,OA:A5027654458,1,undirected
OA:A5011073033,ORCID:0000-0003-4998-0145,1,undirected
OA:A5011133273,OA:A5031646672,1,undirected
OA:A5011133273,ORCID:0000-0002-5043-2229,1,undirected
OA:A5011133273,ORCID:0000-0003-2381-0519,1,undirected
OA:A5011135497,OA:A5067021203,1,undirected
OA:A5011135497,ORCID:0009-0008-4655-4603,1,undirected
OA:A5011163222,OA:A5069081944,1,undirected
OA:A5011163222,ORCID:0000-0001-7330-0360,1,undirected
OA:A5011163222,ORCID:0000-0002-6439-5326,1,undirected
OA:A5011186599,ORCID:0000-0003-0720-8819,1,undirected
OA:A5011256966,OA:A5094142490,1,undirected
OA:A5011256966,ORCID:0000-0002-0050-5127,1,undirected
OA:A5011256966,ORCID:0000-0002-6060-5429,1,undirected
OA:A5011256966,ORCID:0000-0003-1422-2547,1,undirected
OA:A5011271708,ORCID:0000-0002-5424-4268,2,undirected
OA:A5011271708,ORCID:0000-0002-5493-4664,2,undirected
OA:A5011271708,ORCID:0000-0002-7027-8804,2,undirected
OA:A5011271708,ORCID:0000-0002-9226-9693,2,undirected
OA:A5011271708,ORCID:0000-0003-1728-7856,1,undirected
OA:A5011277921,OA:A5067659003,1,undirected
OA:A5011277921,ORCID:0000-0002-5982-8289,1,undirected
OA:A5011316419,OA:A5058920728,1,undirected
OA:A5011316419,ORCID:0000-0003-1077-8193,1,undirected
OA:A5011318578,OA:A5088569800,1,undirected
OA:A5011343418,OA:A5020072510,1,undirected
OA:A5011388415,OA:A5033660499,1,undirected
OA:A5011388415,ORCID:0000-0002-7245-8761,1,undirected
OA:A5011388415,ORCID:0000-0003-2531-6389,1,undirected
OA:A5011409022,OA:A5032891906,1,undirected
OA:A5011409022,ORCID:0000-0001-9143-7870,1,undirected
OA:A5011416843,ORCID:0000-0002-2906-787X,1,undirected
OA:A5011416843,ORCID:0000-0002-7046-6063,1,undirected
OA:A5011502841,ORCID:0000-0001-5392-2656,1,undirected
OA:A5011502841,ORCID:0000-0001-6592-7382,2,undirected
OA:A5011502841,ORCID:0000-0002-6781-1815,2,undirected
OA:A5011502841,ORCID:0000-0003-0127-3759,1,undirected
OA:A5011535693,ORCID:0000-0002-3462-8969,1,undirected
OA:A5011593915,ORCID:0000-0002-2907-9133,1,undirected
OA:A5011594559,ORCID:0000-0003-4693-6069,1,undirected
OA:A5011633947,ORCID:0000-0003-1864-0471,1,undirected
OA:A5011679713,ORCID:0000-0001-9853-602X,1,undirected
OA:A5011679713,ORCID:0000-0003-3891-4564,1,undirected
OA:A5011714317,OA:A5075064982,1,undirected
OA:A5011714317,ORCID:0000-0002-4980-1840,1,undirected
OA:A5011714317,ORCID:0000-0003-2744-1845,1,undirected
OA:A5011743096,ORCID:0000-0001-7621-1961,1,undirected
OA:A5011743096,ORCID:0000-0002-0281-8792,1,undirected
OA:A5011743096,ORCID:0000-0002-2561-8101,1,undirected
OA:A5011763263,ORCID:0000-0001-6951-6046,1,undirected
OA:A5011763263,ORCID:0000-0002-4094-3738,1,undirected
OA:A5011763263,ORCID:0000-0002-7652-7007,1,undirected
OA:A5011795551,ORCID:0000-0001-6110-5269,1,undirected
OA:A5011795551,ORCID:0000-0002-7004-3482,1,undirected
OA:A5011795551,ORCID:0000-0002-8165-078X,1,undirected
OA:A5011909292,OA:A5022296022,1,undirected
OA:A5011909292,OA:A5059607808,1,undirected
OA:A5011910685,ORCID:0000-0001-8123-3639,1,undirected
OA:A5011910685,ORCID:0000-0003-3839-2700,1,undirected
OA:A5011920673,OA:A5039876659,1,undirected
OA:A5011920673,OA:A5089814794,1,undirected
OA:A5011920673,ORCID:0000-0002-3987-0228,1,undirected
OA:A5011975574,ORCID:0000-0001-6763-3417,1,undirected
OA:A5011975574,ORCID:0000-0001-8022-9400,1,undirected
OA:A5012001364,OA:A5038616339,1,undirected
OA:A5012001364,OA:A5084418245,1,undirected
OA:A5012001364,ORCID:0000-0001-5721-5369,1,undirected
OA:A5012001364,ORCID:0000-0001-7077-0172,1,undirected
OA:A5012001364,ORCID:0000-0001-9285-2013,1,undirected
OA:A5012001364,ORCID:0000-0001-9708-1596,1,undirected
OA:A5012001364,ORCID:0000-0002-2092-0133,1,undirected
OA:A5012001364,ORCID:0000-0002-9243-4863,1,undirected
OA:A5012001364,ORCID:0000-0003-1883-8971,1,undirected
OA:A5012001364,ORCID:0000-0003-2508-9630,1,undirected
OA:A5012005226,ORCID:0000-0002-4512-7203,1,undirected
OA:A5012055254,ORCID:0000-0001-6137-4215,1,undirected
OA:A5012096592,OA:A5053188839,1,undirected
OA:A5012096592,OA:A5066123323,1,undirected
OA:A5012096592,OA:A5087220627,1,undirected
OA:A5012096592,ORCID:0000-0002-1852-8909,1,undirected
OA:A5012096592,ORCID:0000-0002-7785-0535,1,undirected
OA:A5012096592,ORCID:0000-0003-1627-5300,1,undirected
OA:A5012096592,ORCID:0000-0003-1804-8654,1,undirected
OA:A5012140469,OA:A5075927256,1,undirected
OA:A5012140469,OA:A5110243762,1,undirected
OA:A5012140469,ORCID:0000-0001-6466-6299,1,undirected
OA:A5012140469,ORCID:0000-0001-7724-8264,1,undirected
OA:A5012149515,ORCID:0000-0002-4876-9420,1,undirected
OA:A5012149515,ORCID:0000-0002-6488-0284,1,undirected
OA:A5012155115,ORCID:0000-0001-6603-3698,1,undirected
OA:A5012155115,ORCID:0000-0001-8757-7547,2,undirected
OA:A5012155115,ORCID:0000-0002-3236-7654,1,undirected
OA:A5012155115,ORCID:0000-0002-3506-4157,1,undirected
OA:A5012155115,ORCID:0000-0003-0417-9143,1,undirected
OA:A5012155115,ORCID:0000-0003-0912-095X,1,undirected
OA:A5012165785,OA:A5056179048,1,undirected
OA:A5012165785,OA:A5087314677,1,undirected
OA:A5012165785,ORCID:0000-0002-0973-8285,1,undirected
OA:A5012165785,ORCID:0000-0002-3713-3347,1,undirected
OA:A5012165785,ORCID:0000-0002-6529-8923,1,undirected
OA:A5012233704,ORCID:0000-0001-6853-2917,1,undirected
OA:A5012233704,ORCID:0000-0003-1765-4273,1,undirected
OA:A5012274704,ORCID:0000-0001-9760-2355,1,undirected
OA:A5012414805,OA:A5072600154,1,undirected
OA:A5012414805,ORCID:0000-0001-5736-9587,1,undirected
OA:A5012420232,OA:A5112182993,2,undirected
OA:A5012420232,ORCID:0000-0001-8110-8459,2,undirected
OA:A5012420232,ORCID:0000-0002-0560-7392,1,undirected
OA:A5012420232,ORCID:0000-0002-7151-8451,2,undirected
OA:A5012420232,ORCID:0000-0003-1952-902X,1,undirected
OA:A5012436451,ORCID:0000-0001-6680-1271,1,undirected
OA:A5012436451,ORCID:0000-0002-5817-2695,1,undirected
OA:A5012436451,ORCID:0000-0002-9131-1060,1,undirected
OA:A5012454834,ORCID:0000-0001-7473-5403,1,undirected
OA:A5012454834,ORCID:0000-0002-5128-0423,1,undirected
OA:A5012564776,OA:A5017416692,1,undirected
OA:A5012564776,OA:A5047149328,1,undirected
OA:A5012564776,OA:A5085918554,1,undirected
OA:A5012564776,ORCID:0009-0006-4365-3759,1,undirected
OA:A5012633609,OA:A5103587907,1,undirected
OA:A5012762814,OA:A5053687707,1,undirected
OA:A5012762814,ORCID:0000-0001-6165-732X,1,undirected
OA:A5012762814,ORCID:0000-0001-8741-9952,1,undirected
OA:A5012762814,ORCID:0000-0002-2079-0383,1,undirected
OA:A5012779881,ORCID:0000-0002-6790-0105,1,undirected
OA:A5012829739,OA:A5109501746,1,undirected
OA:A5012829739,ORCID:0000-0002-9724-433X,1,undirected
OA:A5012829739,ORCID:0000-0003-3037-5818,1,undirected
OA:A5012829739,ORCID:0000-0003-3839-2006,1,undirected
OA:A5012856556,OA:A5017819238,2,undirected
OA:A5012856556,OA:A5029444532,2,undirected
