from,to,year,SR,openalex_work_id
OA:A5056179048,OA:A5087314677,2011.0,"NOVICEVIC MM, 2011, BUS HORIZONS",
OA:A5056179048,ORCID:0000-0002-0973-8285,2011.0,"NOVICEVIC MM, 2011, BUS HORIZONS",
OA:A5056179048,ORCID:0000-0002-3713-3347,2011.0,"NOVICEVIC MM, 2011, BUS HORIZONS",
OA:A5056179048,ORCID:0000-0002-6529-8923,2011.0,"NOVICEVIC MM, 2011, BUS HORIZONS",
OA:A5087314677,ORCID:0000-0002-0973-8285,2011.0,"NOVICEVIC MM, 2011, BUS HORIZONS",
OA:A5087314677,ORCID:0000-0002-3713-3347,2011.0,"NOVICEVIC MM, 2011, BUS HORIZONS",
OA:A5087314677,ORCID:0000-0002-6529-8923,2011.0,"NOVICEVIC MM, 2011, BUS HORIZONS",
ORCID:0000-0002-0973-8285,ORCID:0000-0002-3713-3347,2011.0,"NOVICEVIC MM, 2011, BUS HORIZONS",
ORCID:0000-0002-0973-8285,ORCID:0000-0002-6529-8923,2011.0,"NOVICEVIC MM, 2011, BUS HORIZONS",
ORCID:0000-0002-3713-3347,ORCID:0000-0002-6529-8923,2011.0,"NOVICEVIC MM, 2011, BUS HORIZONS",
ORCID:0000-0001-5292-3833,ORCID:0000-0001-7383-3298,2014.0,"NUMMELA N, 2014, MANAGE INT REV",
ORCID:0000-0001-5292-3833,ORCID:0000-0002-2066-984X,2014.0,"NUMMELA N, 2014, MANAGE INT REV",
ORCID:0000-0001-5292-3833,ORCID:0000-0003-0578-1507,2014.0,"NUMMELA N, 2014, MANAGE INT REV",
ORCID:0000-0001-5292-3833,ORCID:0000-0003-0588-2236,2014.0,"NUMMELA N, 2014, MANAGE INT REV",
ORCID:0000-0001-7383-3298,ORCID:0000-0002-2066-984X,2014.0,"NUMMELA N, 2014, MANAGE INT REV",
ORCID:0000-0001-7383-3298,ORCID:0000-0003-0578-1507,2014.0,"NUMMELA N, 2014, MANAGE INT REV",
ORCID:0000-0001-7383-3298,ORCID:0000-0003-0588-2236,2014.0,"NUMMELA N, 2014, MANAGE INT REV",
ORCID:0000-0002-2066-984X,ORCID:0000-0003-0578-1507,2014.0,"NUMMELA N, 2014, MANAGE INT REV",
ORCID:0000-0002-2066-984X,ORCID:0000-0003-0588-2236,2014.0,"NUMMELA N, 2014, MANAGE INT REV",
ORCID:0000-0003-0578-1507,ORCID:0000-0003-0588-2236,2014.0,"NUMMELA N, 2014, MANAGE INT REV",
ORCID:0000-0001-7383-3298,ORCID:0000-0001-8782-6814,2020.0,"NUMMELA N, 2020, INT ENTREP MANAGE J",
ORCID:0000-0001-7383-3298,ORCID:0000-0003-2785-0403,2020.0,"NUMMELA N, 2020, INT ENTREP MANAGE J",
ORCID:0000-0001-8782-6814,ORCID:0000-0003-2785-0403,2020.0,"NUMMELA N, 2020, INT ENTREP MANAGE J",
ORCID:0000-0001-6850-2638,ORCID:0000-0002-3982-0001,2009.0,"NUNES K, 2009, J ENVIRON MANAGE",
ORCID:0000-0001-6850-2638,ORCID:0000-0003-2866-9104,2009.0,"NUNES K, 2009, J ENVIRON MANAGE",
ORCID:0000-0002-3982-0001,ORCID:0000-0003-2866-9104,2009.0,"NUNES K, 2009, J ENVIRON MANAGE",
ORCID:0000-0001-8156-9060,ORCID:0000-0002-4225-1815,1967.0,"NUNNALLY JC, 1967, PSYCHOMETRIC THEORY",
ORCID:0000-0001-8156-9060,ORCID:0000-0002-6247-7416,1967.0,"NUNNALLY JC, 1967, PSYCHOMETRIC THEORY",
ORCID:0000-0001-8156-9060,ORCID:0000-0003-0471-8100,1967.0,"NUNNALLY JC, 1967, PSYCHOMETRIC THEORY",
ORCID:0000-0001-8156-9060,ORCID:0000-0003-1912-6626,1967.0,"NUNNALLY JC, 1967, PSYCHOMETRIC THEORY",
ORCID:0000-0002-4225-1815,ORCID:0000-0002-6247-7416,1967.0,"NUNNALLY JC, 1967, PSYCHOMETRIC THEORY",
ORCID:0000-0002-4225-1815,ORCID:0000-0003-0471-8100,1967.0,"NUNNALLY JC, 1967, PSYCHOMETRIC THEORY",
ORCID:0000-0002-4225-1815,ORCID:0000-0003-1912-6626,1967.0,"NUNNALLY JC, 1967, PSYCHOMETRIC THEORY",
ORCID:0000-0002-6247-7416,ORCID:0000-0003-0471-8100,1967.0,"NUNNALLY JC, 1967, PSYCHOMETRIC THEORY",
ORCID:0000-0002-6247-7416,ORCID:0000-0003-1912-6626,1967.0,"NUNNALLY JC, 1967, PSYCHOMETRIC THEORY",
ORCID:0000-0003-0471-8100,ORCID:0000-0003-1912-6626,1967.0,"NUNNALLY JC, 1967, PSYCHOMETRIC THEORY",
NAME:AKIB|H,NAME:CANTE|SR,2020.0,"NUR A, 2020",
NAME:AKIB|H,ORCID:0000-0001-9645-3546,2020.0,"NUR A, 2020",
NAME:AKIB|H,ORCID:0000-0002-0225-5088,2020.0,"NUR A, 2020",
NAME:AKIB|H,ORCID:0000-0003-3821-0583,2020.0,"NUR A, 2020",
NAME:CANTE|SR,ORCID:0000-0001-9645-3546,2020.0,"NUR A, 2020",
NAME:CANTE|SR,ORCID:0000-0002-0225-5088,2020.0,"NUR A, 2020",
NAME:CANTE|SR,ORCID:0000-0003-3821-0583,2020.0,"NUR A, 2020",
ORCID:0000-0001-9645-3546,ORCID:0000-0002-0225-5088,2020.0,"NUR A, 2020",
ORCID:0000-0001-9645-3546,ORCID:0000-0003-3821-0583,2020.0,"NUR A, 2020",
ORCID:0000-0002-0225-5088,ORCID:0000-0003-3821-0583,2020.0,"NUR A, 2020",
OA:A5036501944,OA:A5097048534,2019.0,"NURHILALIA N, 2019, JOURNAL OF DISTRIBUTION SCIENCE",
OA:A5036501944,OA:A5112541347,2019.0,"NURHILALIA N, 2019, JOURNAL OF DISTRIBUTION SCIENCE",
OA:A5036501944,ORCID:0000-0001-6597-4082,2019.0,"NURHILALIA N, 2019, JOURNAL OF DISTRIBUTION SCIENCE",
OA:A5036501944,ORCID:0000-0002-9530-4554,2019.0,"NURHILALIA N, 2019, JOURNAL OF DISTRIBUTION SCIENCE",
OA:A5097048534,OA:A5112541347,2019.0,"NURHILALIA N, 2019, JOURNAL OF DISTRIBUTION SCIENCE",
OA:A5097048534,ORCID:0000-0001-6597-4082,2019.0,"NURHILALIA N, 2019, JOURNAL OF DISTRIBUTION SCIENCE",
OA:A5097048534,ORCID:0000-0002-9530-4554,2019.0,"NURHILALIA N, 2019, JOURNAL OF DISTRIBUTION SCIENCE",
OA:A5112541347,ORCID:0000-0001-6597-4082,2019.0,"NURHILALIA N, 2019, JOURNAL OF DISTRIBUTION SCIENCE",
OA:A5112541347,ORCID:0000-0002-9530-4554,2019.0,"NURHILALIA N, 2019, JOURNAL OF DISTRIBUTION SCIENCE",
ORCID:0000-0001-6597-4082,ORCID:0000-0002-9530-4554,2019.0,"NURHILALIA N, 2019, JOURNAL OF DISTRIBUTION SCIENCE",
OA:A5020442000,ORCID:0000-0002-6705-8958,2018.0,"NURYAKIN, 2018, J RES MARK ENTREP",
NAME:HARYONO|S,NAME:MUSTAFA|Z,2020.0,"NUVRIASARI A, 2020",
NAME:HARYONO|S,ORCID:0000-0001-5144-2114,2020.0,"NUVRIASARI A, 2020",
NAME:HARYONO|S,ORCID:0000-0002-0537-1586,2020.0,"NUVRIASARI A, 2020",
NAME:MUSTAFA|Z,ORCID:0000-0001-5144-2114,2020.0,"NUVRIASARI A, 2020",
NAME:MUSTAFA|Z,ORCID:0000-0002-0537-1586,2020.0,"NUVRIASARI A, 2020",
ORCID:0000-0001-5144-2114,ORCID:0000-0002-0537-1586,2020.0,"NUVRIASARI A, 2020",
OA:A5103890197,OA:A5110283895,,"NUVRIASARI A, 2022",
OA:A5103890197,ORCID:0000-0001-5144-2114,,"NUVRIASARI A, 2022",
OA:A5103890197,ORCID:0000-0002-9979-5477,,"NUVRIASARI A, 2022",
OA:A5110283895,ORCID:0000-0001-5144-2114,,"NUVRIASARI A, 2022",
OA:A5110283895,ORCID:0000-0002-9979-5477,,"NUVRIASARI A, 2022",
ORCID:0000-0001-5144-2114,ORCID:0000-0002-9979-5477,,"NUVRIASARI A, 2022",
OA:A5058483411,OA:A5103890197,2022.0,"NUVRIASARI A, 2022, QUAL-ACCESS SUCCESS",
OA:A5058483411,OA:A5110283895,2022.0,"NUVRIASARI A, 2022, QUAL-ACCESS SUCCESS",
OA:A5058483411,ORCID:0000-0002-9979-5477,2022.0,"NUVRIASARI A, 2022, QUAL-ACCESS SUCCESS",
OA:A5103890197,OA:A5110283895,2022.0,"NUVRIASARI A, 2022, QUAL-ACCESS SUCCESS",
OA:A5103890197,ORCID:0000-0002-9979-5477,2022.0,"NUVRIASARI A, 2022, QUAL-ACCESS SUCCESS",
OA:A5110283895,ORCID:0000-0002-9979-5477,2022.0,"NUVRIASARI A, 2022, QUAL-ACCESS SUCCESS",
OA:A5064757045,OA:A5092826562,2023.0,"NWAKAMMA NINDUWEZUOR-EHIOBU, 2023, ENGINEERING SCIENCE & TECHNOLOGY JOURNAL",
OA:A5064757045,OA:A5092826564,2023.0,"NWAKAMMA NINDUWEZUOR-EHIOBU, 2023, ENGINEERING SCIENCE & TECHNOLOGY JOURNAL",
OA:A5064757045,OA:A5092826565,2023.0,"NWAKAMMA NINDUWEZUOR-EHIOBU, 2023, ENGINEERING SCIENCE & TECHNOLOGY JOURNAL",
OA:A5064757045,OA:A5092826566,2023.0,"NWAKAMMA NINDUWEZUOR-EHIOBU, 2023, ENGINEERING SCIENCE & TECHNOLOGY JOURNAL",
OA:A5064757045,OA:A5092826567,2023.0,"NWAKAMMA NINDUWEZUOR-EHIOBU, 2023, ENGINEERING SCIENCE & TECHNOLOGY JOURNAL",
OA:A5064757045,ORCID:0000-0002-7264-4652,2023.0,"NWAKAMMA NINDUWEZUOR-EHIOBU, 2023, ENGINEERING SCIENCE & TECHNOLOGY JOURNAL",
OA:A5064757045,ORCID:0009-0000-1735-5199,2023.0,"NWAKAMMA NINDUWEZUOR-EHIOBU, 2023, ENGINEERING SCIENCE & TECHNOLOGY JOURNAL",
OA:A5092826562,OA:A5092826564,2023.0,"NWAKAMMA NINDUWEZUOR-EHIOBU, 2023, ENGINEERING SCIENCE & TECHNOLOGY JOURNAL",
OA:A5092826562,OA:A5092826565,2023.0,"NWAKAMMA NINDUWEZUOR-EHIOBU, 2023, ENGINEERING SCIENCE & TECHNOLOGY JOURNAL",
OA:A5092826562,OA:A5092826566,2023.0,"NWAKAMMA NINDUWEZUOR-EHIOBU, 2023, ENGINEERING SCIENCE & TECHNOLOGY JOURNAL",
OA:A5092826562,OA:A5092826567,2023.0,"NWAKAMMA NINDUWEZUOR-EHIOBU, 2023, ENGINEERING SCIENCE & TECHNOLOGY JOURNAL",
OA:A5092826562,ORCID:0000-0002-7264-4652,2023.0,"NWAKAMMA NINDUWEZUOR-EHIOBU, 2023, ENGINEERING SCIENCE & TECHNOLOGY JOURNAL",
OA:A5092826562,ORCID:0009-0000-1735-5199,2023.0,"NWAKAMMA NINDUWEZUOR-EHIOBU, 2023, ENGINEERING SCIENCE & TECHNOLOGY JOURNAL",
OA:A5092826564,OA:A5092826565,2023.0,"NWAKAMMA NINDUWEZUOR-EHIOBU, 2023, ENGINEERING SCIENCE & TECHNOLOGY JOURNAL",
OA:A5092826564,OA:A5092826566,2023.0,"NWAKAMMA NINDUWEZUOR-EHIOBU, 2023, ENGINEERING SCIENCE & TECHNOLOGY JOURNAL",
OA:A5092826564,OA:A5092826567,2023.0,"NWAKAMMA NINDUWEZUOR-EHIOBU, 2023, ENGINEERING SCIENCE & TECHNOLOGY JOURNAL",
OA:A5092826564,ORCID:0000-0002-7264-4652,2023.0,"NWAKAMMA NINDUWEZUOR-EHIOBU, 2023, ENGINEERING SCIENCE & TECHNOLOGY JOURNAL",
OA:A5092826564,ORCID:0009-0000-1735-5199,2023.0,"NWAKAMMA NINDUWEZUOR-EHIOBU, 2023, ENGINEERING SCIENCE & TECHNOLOGY JOURNAL",
OA:A5092826565,OA:A5092826566,2023.0,"NWAKAMMA NINDUWEZUOR-EHIOBU, 2023, ENGINEERING SCIENCE & TECHNOLOGY JOURNAL",
OA:A5092826565,OA:A5092826567,2023.0,"NWAKAMMA NINDUWEZUOR-EHIOBU, 2023, ENGINEERING SCIENCE & TECHNOLOGY JOURNAL",
OA:A5092826565,ORCID:0000-0002-7264-4652,2023.0,"NWAKAMMA NINDUWEZUOR-EHIOBU, 2023, ENGINEERING SCIENCE & TECHNOLOGY JOURNAL",
OA:A5092826565,ORCID:0009-0000-1735-5199,2023.0,"NWAKAMMA NINDUWEZUOR-EHIOBU, 2023, ENGINEERING SCIENCE & TECHNOLOGY JOURNAL",
OA:A5092826566,OA:A5092826567,2023.0,"NWAKAMMA NINDUWEZUOR-EHIOBU, 2023, ENGINEERING SCIENCE & TECHNOLOGY JOURNAL",
OA:A5092826566,ORCID:0000-0002-7264-4652,2023.0,"NWAKAMMA NINDUWEZUOR-EHIOBU, 2023, ENGINEERING SCIENCE & TECHNOLOGY JOURNAL",
OA:A5092826566,ORCID:0009-0000-1735-5199,2023.0,"NWAKAMMA NINDUWEZUOR-EHIOBU, 2023, ENGINEERING SCIENCE & TECHNOLOGY JOURNAL",
OA:A5092826567,ORCID:0000-0002-7264-4652,2023.0,"NWAKAMMA NINDUWEZUOR-EHIOBU, 2023, ENGINEERING SCIENCE & TECHNOLOGY JOURNAL",
OA:A5092826567,ORCID:0009-0000-1735-5199,2023.0,"NWAKAMMA NINDUWEZUOR-EHIOBU, 2023, ENGINEERING SCIENCE & TECHNOLOGY JOURNAL",
ORCID:0000-0002-7264-4652,ORCID:0009-0000-1735-5199,2023.0,"NWAKAMMA NINDUWEZUOR-EHIOBU, 2023, ENGINEERING SCIENCE & TECHNOLOGY JOURNAL",
ORCID:0000-0002-3135-7788,ORCID:0000-0003-2259-1449,,"NWANKWO C, 2020",
ORCID:0000-0002-3135-7788,ORCID:0000-0003-2259-1449,2020.0,"NWANKWO C, 2020, INT J ENTREP VENTURING",
ORCID:0000-0002-3135-7788,ORCID:0000-0003-2259-1449,2023.0,"NWANKWO C, 2023, INTERNATIONAL JOURNAL OF RESEARCH IN BUSINESS AND SOCIAL SCIENCE (2147-4478)",
ORCID:0000-0002-3135-7788,ORCID:0000-0003-2259-1449,2019.0,"NWANKWO CA, 2019, FOUND MANAGE",
"NAME:KANYANGALE, MACDONALD",ORCID:0000-0002-3135-7788,2020.0,"NWANKWO CA, 2020, INT J ENTREP VENTUR",
OA:A5019301394,OA:A5047321738,2022.0,"NWANKWO CA, 2022, ACADEMY OF STRATEGIC MANAGEMENT JOURNAL",
OA:A5019301394,OA:A5092179767,2022.0,"NWANKWO CA, 2022, ACADEMY OF STRATEGIC MANAGEMENT JOURNAL",
OA:A5019301394,OA:A5092179768,2022.0,"NWANKWO CA, 2022, ACADEMY OF STRATEGIC MANAGEMENT JOURNAL",
OA:A5019301394,OA:A5092179769,2022.0,"NWANKWO CA, 2022, ACADEMY OF STRATEGIC MANAGEMENT JOURNAL",
OA:A5019301394,OA:A5092179770,2022.0,"NWANKWO CA, 2022, ACADEMY OF STRATEGIC MANAGEMENT JOURNAL",
OA:A5019301394,OA:A5100571993,2022.0,"NWANKWO CA, 2022, ACADEMY OF STRATEGIC MANAGEMENT JOURNAL",
OA:A5019301394,OA:A5109614600,2022.0,"NWANKWO CA, 2022, ACADEMY OF STRATEGIC MANAGEMENT JOURNAL",
OA:A5047321738,OA:A5092179767,2022.0,"NWANKWO CA, 2022, ACADEMY OF STRATEGIC MANAGEMENT JOURNAL",
OA:A5047321738,OA:A5092179768,2022.0,"NWANKWO CA, 2022, ACADEMY OF STRATEGIC MANAGEMENT JOURNAL",
OA:A5047321738,OA:A5092179769,2022.0,"NWANKWO CA, 2022, ACADEMY OF STRATEGIC MANAGEMENT JOURNAL",
OA:A5047321738,OA:A5092179770,2022.0,"NWANKWO CA, 2022, ACADEMY OF STRATEGIC MANAGEMENT JOURNAL",
OA:A5047321738,OA:A5100571993,2022.0,"NWANKWO CA, 2022, ACADEMY OF STRATEGIC MANAGEMENT JOURNAL",
OA:A5047321738,OA:A5109614600,2022.0,"NWANKWO CA, 2022, ACADEMY OF STRATEGIC MANAGEMENT JOURNAL",
OA:A5092179767,OA:A5092179768,2022.0,"NWANKWO CA, 2022, ACADEMY OF STRATEGIC MANAGEMENT JOURNAL",
OA:A5092179767,OA:A5092179769,2022.0,"NWANKWO CA, 2022, ACADEMY OF STRATEGIC MANAGEMENT JOURNAL",
OA:A5092179767,OA:A5092179770,2022.0,"NWANKWO CA, 2022, ACADEMY OF STRATEGIC MANAGEMENT JOURNAL",
OA:A5092179767,OA:A5100571993,2022.0,"NWANKWO CA, 2022, ACADEMY OF STRATEGIC MANAGEMENT JOURNAL",
OA:A5092179767,OA:A5109614600,2022.0,"NWANKWO CA, 2022, ACADEMY OF STRATEGIC MANAGEMENT JOURNAL",
OA:A5092179768,OA:A5092179769,2022.0,"NWANKWO CA, 2022, ACADEMY OF STRATEGIC MANAGEMENT JOURNAL",
OA:A5092179768,OA:A5092179770,2022.0,"NWANKWO CA, 2022, ACADEMY OF STRATEGIC MANAGEMENT JOURNAL",
OA:A5092179768,OA:A5100571993,2022.0,"NWANKWO CA, 2022, ACADEMY OF STRATEGIC MANAGEMENT JOURNAL",
OA:A5092179768,OA:A5109614600,2022.0,"NWANKWO CA, 2022, ACADEMY OF STRATEGIC MANAGEMENT JOURNAL",
OA:A5092179769,OA:A5092179770,2022.0,"NWANKWO CA, 2022, ACADEMY OF STRATEGIC MANAGEMENT JOURNAL",
OA:A5092179769,OA:A5100571993,2022.0,"NWANKWO CA, 2022, ACADEMY OF STRATEGIC MANAGEMENT JOURNAL",
OA:A5092179769,OA:A5109614600,2022.0,"NWANKWO CA, 2022, ACADEMY OF STRATEGIC MANAGEMENT JOURNAL",
OA:A5092179770,OA:A5100571993,2022.0,"NWANKWO CA, 2022, ACADEMY OF STRATEGIC MANAGEMENT JOURNAL",
OA:A5092179770,OA:A5109614600,2022.0,"NWANKWO CA, 2022, ACADEMY OF STRATEGIC MANAGEMENT JOURNAL",
OA:A5100571993,OA:A5109614600,2022.0,"NWANKWO CA, 2022, ACADEMY OF STRATEGIC MANAGEMENT JOURNAL",
ORCID:0000-0002-3135-7788,ORCID:0000-0003-2259-1449,2023.0,"NWANKWO CA, 2023, FOUND MANAGE",
ORCID:0000-0002-3135-7788,ORCID:0000-0003-2259-1449,2024.0,"NWANKWO CA, 2024, FOUND MANAGE",
OA:A5027582127,OA:A5072972087,2010.0,"NWANKWO S, 2010, INT J ENTREP BEHAV R",
OA:A5027582127,ORCID:0000-0001-8400-5527,2010.0,"NWANKWO S, 2010, INT J ENTREP BEHAV R",
OA:A5072972087,ORCID:0000-0001-8400-5527,2010.0,"NWANKWO S, 2010, INT J ENTREP BEHAV R",
ORCID:0000-0002-0173-8723,ORCID:0000-0003-0802-2119,2016.0,"NYADZAYO MW, 2016, J RETAIL CONSUM SERV",
NAME:MAZURUSE|G,OA:A5087383299,2022.0,"NYAGADZA B, 2022",
NAME:MAZURUSE|G,ORCID:0000-0001-7226-0635,2022.0,"NYAGADZA B, 2022",
NAME:MAZURUSE|G,ORCID:0000-0002-1317-6633,2022.0,"NYAGADZA B, 2022",
NAME:MAZURUSE|G,ORCID:0009-0003-5633-1220,2022.0,"NYAGADZA B, 2022",
OA:A5087383299,ORCID:0000-0001-7226-0635,2022.0,"NYAGADZA B, 2022",
OA:A5087383299,ORCID:0000-0002-1317-6633,2022.0,"NYAGADZA B, 2022",
OA:A5087383299,ORCID:0009-0003-5633-1220,2022.0,"NYAGADZA B, 2022",
ORCID:0000-0001-7226-0635,ORCID:0000-0002-1317-6633,2022.0,"NYAGADZA B, 2022",
ORCID:0000-0001-7226-0635,ORCID:0009-0003-5633-1220,2022.0,"NYAGADZA B, 2022",
ORCID:0000-0002-1317-6633,ORCID:0009-0003-5633-1220,2022.0,"NYAGADZA B, 2022",
NAME:FARSHID|M,ORCID:0000-0001-6768-891X,2025.0,"NYQUIST A, 2025, J RES MARK ENTREP",
NAME:FARSHID|M,ORCID:0000-0002-6584-6256,2025.0,"NYQUIST A, 2025, J RES MARK ENTREP",
ORCID:0000-0001-6768-891X,ORCID:0000-0002-6584-6256,2025.0,"NYQUIST A, 2025, J RES MARK ENTREP",
OA:A5019718449,ORCID:0000-0002-9544-7264,2016.0,"NYUUR RBBI, 2016, J SMALL BUS MANAGE",
OA:A5019718449,ORCID:0000-0003-3327-2187,2016.0,"NYUUR RBBI, 2016, J SMALL BUS MANAGE",
ORCID:0000-0002-9544-7264,ORCID:0000-0003-3327-2187,2016.0,"NYUUR RBBI, 2016, J SMALL BUS MANAGE",
NAME:COONEY|T,ORCID:0000-0003-2384-2131,2018.0,"NZEMBAYIE K, 2018",
NAME:COONEY|T,ORCID:0000-0003-3234-0467,2018.0,"NZEMBAYIE K, 2018",
ORCID:0000-0003-2384-2131,ORCID:0000-0003-3234-0467,2018.0,"NZEMBAYIE K, 2018",
ORCID:0000-0001-9743-2253,ORCID:0000-0002-2108-2186,2016.0,"NÚÑEZ-POMAR J, 2016, J BUS RES",
ORCID:0000-0001-9743-2253,ORCID:0000-0002-4538-2976,2016.0,"NÚÑEZ-POMAR J, 2016, J BUS RES",
ORCID:0000-0001-9743-2253,ORCID:0000-0002-8509-0353,2016.0,"NÚÑEZ-POMAR J, 2016, J BUS RES",
ORCID:0000-0001-9743-2253,ORCID:0000-0002-9476-9392,2016.0,"NÚÑEZ-POMAR J, 2016, J BUS RES",
ORCID:0000-0002-2108-2186,ORCID:0000-0002-4538-2976,2016.0,"NÚÑEZ-POMAR J, 2016, J BUS RES",
ORCID:0000-0002-2108-2186,ORCID:0000-0002-8509-0353,2016.0,"NÚÑEZ-POMAR J, 2016, J BUS RES",
ORCID:0000-0002-2108-2186,ORCID:0000-0002-9476-9392,2016.0,"NÚÑEZ-POMAR J, 2016, J BUS RES",
ORCID:0000-0002-4538-2976,ORCID:0000-0002-8509-0353,2016.0,"NÚÑEZ-POMAR J, 2016, J BUS RES",
ORCID:0000-0002-4538-2976,ORCID:0000-0002-9476-9392,2016.0,"NÚÑEZ-POMAR J, 2016, J BUS RES",
ORCID:0000-0002-8509-0353,ORCID:0000-0002-9476-9392,2016.0,"NÚÑEZ-POMAR J, 2016, J BUS RES",
ORCID:0000-0002-3512-5263,ORCID:0000-0003-0127-3759,2003.0,"O'CASS A, 2003, EUROPEAN JOURNAL OF MARKETING",
ORCID:0000-0002-1326-860X,ORCID:0000-0003-0127-3759,2009.0,"O'CASS A, 2009, EUR J MARKETING",
ORCID:0000-0002-1326-860X,ORCID:0000-0002-9926-2662,2010.0,"O'CASS A, 2010, IND MARKET MANAG",
ORCID:0000-0002-1326-860X,ORCID:0000-0003-0127-3759,2010.0,"O'CASS A, 2010, IND MARKET MANAG",
ORCID:0000-0002-9926-2662,ORCID:0000-0003-0127-3759,2010.0,"O'CASS A, 2010, IND MARKET MANAG",
ORCID:0000-0003-0127-3759,ORCID:0000-0003-1363-6895,2011.0,"O'CASS A, 2011, IND MARKET MANAG",
ORCID:0000-0003-0127-3759,ORCID:0000-0003-1363-6895,2012.0,"O'CASS A, 2012, IND MARKET MANAG",
ORCID:0000-0001-6592-7382,ORCID:0000-0003-0127-3759,2012.0,"O'CASS A, 2012, J STRATEG MARK",
ORCID:0000-0001-7892-7082,ORCID:0000-0003-0127-3759,2014.0,"O'CASS A, 2014, IND MARKET MANAG",
ORCID:0000-0001-7892-7082,ORCID:0000-0003-1363-6895,2014.0,"O'CASS A, 2014, IND MARKET MANAG",
ORCID:0000-0003-0127-3759,ORCID:0000-0003-1363-6895,2014.0,"O'CASS A, 2014, IND MARKET MANAG",
ORCID:0000-0003-0127-3759,ORCID:0000-0003-2900-3232,2016.0,"O'CASS A, 2016, J STRATEG MARK",
OA:A5025893223,OA:A5047864639,2013.0,"O'CONNOR GC, 2013, J PROD INNOVAT MANAG",
OA:A5029171636,ORCID:0000-0001-5075-0270,2001.0,"O'DONNELL A, 2001, MANAGE DECIS",
OA:A5029171636,ORCID:0000-0002-3814-1496,2001.0,"O'DONNELL A, 2001, MANAGE DECIS",
OA:A5029171636,ORCID:0000-0003-1762-4453,2001.0,"O'DONNELL A, 2001, MANAGE DECIS",
OA:A5029171636,ORCID:0000-0003-2419-3153,2001.0,"O'DONNELL A, 2001, MANAGE DECIS",
ORCID:0000-0001-5075-0270,ORCID:0000-0002-3814-1496,2001.0,"O'DONNELL A, 2001, MANAGE DECIS",
ORCID:0000-0001-5075-0270,ORCID:0000-0003-1762-4453,2001.0,"O'DONNELL A, 2001, MANAGE DECIS",
ORCID:0000-0001-5075-0270,ORCID:0000-0003-2419-3153,2001.0,"O'DONNELL A, 2001, MANAGE DECIS",
ORCID:0000-0002-3814-1496,ORCID:0000-0003-1762-4453,2001.0,"O'DONNELL A, 2001, MANAGE DECIS",
ORCID:0000-0002-3814-1496,ORCID:0000-0003-2419-3153,2001.0,"O'DONNELL A, 2001, MANAGE DECIS",
ORCID:0000-0003-1762-4453,ORCID:0000-0003-2419-3153,2001.0,"O'DONNELL A, 2001, MANAGE DECIS",
OA:A5029171636,ORCID:0000-0001-5075-0270,,"O'DONNELL A, 2002, J STRATEG MARK",
OA:A5029171636,ORCID:0000-0003-1762-4453,,"O'DONNELL A, 2002, J STRATEG MARK",
OA:A5029171636,ORCID:0000-0003-2419-3153,,"O'DONNELL A, 2002, J STRATEG MARK",
ORCID:0000-0001-5075-0270,ORCID:0000-0003-1762-4453,,"O'DONNELL A, 2002, J STRATEG MARK",
ORCID:0000-0001-5075-0270,ORCID:0000-0003-2419-3153,,"O'DONNELL A, 2002, J STRATEG MARK",
ORCID:0000-0003-1762-4453,ORCID:0000-0003-2419-3153,,"O'DONNELL A, 2002, J STRATEG MARK",
OA:A5029171636,ORCID:0000-0001-5075-0270,2002.0,"O'DONNELL A, 2002, J STRATEGIC MARKETIN",
OA:A5029171636,ORCID:0000-0002-3814-1496,2002.0,"O'DONNELL A, 2002, J STRATEGIC MARKETIN",
OA:A5029171636,ORCID:0000-0003-1762-4453,2002.0,"O'DONNELL A, 2002, J STRATEGIC MARKETIN",
OA:A5029171636,ORCID:0000-0003-2419-3153,2002.0,"O'DONNELL A, 2002, J STRATEGIC MARKETIN",
ORCID:0000-0001-5075-0270,ORCID:0000-0002-3814-1496,2002.0,"O'DONNELL A, 2002, J STRATEGIC MARKETIN",
ORCID:0000-0001-5075-0270,ORCID:0000-0003-1762-4453,2002.0,"O'DONNELL A, 2002, J STRATEGIC MARKETIN",
ORCID:0000-0001-5075-0270,ORCID:0000-0003-2419-3153,2002.0,"O'DONNELL A, 2002, J STRATEGIC MARKETIN",
ORCID:0000-0002-3814-1496,ORCID:0000-0003-1762-4453,2002.0,"O'DONNELL A, 2002, J STRATEGIC MARKETIN",
ORCID:0000-0002-3814-1496,ORCID:0000-0003-2419-3153,2002.0,"O'DONNELL A, 2002, J STRATEGIC MARKETIN",
ORCID:0000-0003-1762-4453,ORCID:0000-0003-2419-3153,2002.0,"O'DONNELL A, 2002, J STRATEGIC MARKETIN",
OA:A5029171636,ORCID:0000-0003-1762-4453,2004.0,"O'DONNELL A, 2004, QUALITATIVE MARKET RESEARCH: AN INTERNATIONAL JOURNAL",
OA:A5029171636,ORCID:0000-0003-1762-4453,2011.0,"O'DONNELL A, 2011, J SMALL BUS ENTERP D",
OA:A5029171636,ORCID:0000-0003-1762-4453,2014.0,"O'DONNELL A, 2014, J SMALL BUS MANAGE",
ORCID:0000-0001-5075-0270,ORCID:0000-0001-7669-5513,2009.0,"O'DWYER M, 2009, EUR J MARKETING",
