from,to,year,SR,openalex_work_id
OA:A5091661857,ORCID:0000-0003-4233-8432,1988.0,"DAY G, 1988, J MARKETING",
ORCID:0000-0002-3619-5335,ORCID:0000-0003-4233-8432,2019.0,"DAY G, 2019",
OA:A5005140078,ORCID:0000-0003-4233-8432,2021.0,"DAY GEORGE S, 2021, STRATEGY & LEADERSHIP",
OA:A5003263988,ORCID:0000-0003-4233-8432,1988.0,"DAY GS, 1988, J MARKETING",
OA:A5109053693,ORCID:0000-0003-4233-8432,1999.0,"DAY GS, 1999, J MARKETING",
ORCID:0000-0002-4784-3326,ORCID:0000-0002-9153-3106,2005.0,"DE BAKKER FRANK, 2005, BUSINESS SOCIETY",
ORCID:0000-0002-4784-3326,ORCID:0000-0003-2127-8442,2005.0,"DE BAKKER FRANK, 2005, BUSINESS SOCIETY",
ORCID:0000-0002-9153-3106,ORCID:0000-0003-2127-8442,2005.0,"DE BAKKER FRANK, 2005, BUSINESS SOCIETY",
ORCID:0000-0001-5664-0742,ORCID:0000-0002-4876-9420,2006.0,"DE BRUIN A, 2006, ENTREP THEORY PRACT",
ORCID:0000-0001-5664-0742,ORCID:0000-0003-4831-9523,2006.0,"DE BRUIN A, 2006, ENTREP THEORY PRACT",
ORCID:0000-0002-4876-9420,ORCID:0000-0003-4831-9523,2006.0,"DE BRUIN A, 2006, ENTREP THEORY PRACT",
OA:A5038616339,ORCID:0000-0002-4413-6167,2008.0,"DE BRUYN A, 2008, INT J RES MARK",
OA:A5047999803,ORCID:0000-0003-1476-2965,2008.0,"DE CLERCQ D, 2008, ENTREP THEORY PRACT",
OA:A5103835884,ORCID:0000-0002-1664-5191,2019.0,"DE CORREIA RJC, 2019, INT J CONTEMP HOSP M",
OA:A5103835884,ORCID:0000-0002-6597-7328,2019.0,"DE CORREIA RJC, 2019, INT J CONTEMP HOSP M",
ORCID:0000-0002-1664-5191,ORCID:0000-0002-6597-7328,2019.0,"DE CORREIA RJC, 2019, INT J CONTEMP HOSP M",
ORCID:0000-0002-5970-4032,ORCID:0000-0003-0398-5733,2018.0,"DE GUIMARAES JCF, 2018, J CLEAN PROD",
ORCID:0000-0002-5970-4032,ORCID:0000-0003-3718-6075,2018.0,"DE GUIMARAES JCF, 2018, J CLEAN PROD",
ORCID:0000-0003-0398-5733,ORCID:0000-0003-3718-6075,2018.0,"DE GUIMARAES JCF, 2018, J CLEAN PROD",
ORCID:0000-0002-3016-5354,ORCID:0000-0002-3385-5262,2021.0,"DE JONG A, 2021, J ACAD MARKET SCI",
ORCID:0000-0002-3016-5354,ORCID:0000-0002-7097-7955,2021.0,"DE JONG A, 2021, J ACAD MARKET SCI",
ORCID:0000-0002-3385-5262,ORCID:0000-0002-7097-7955,2021.0,"DE JONG A, 2021, J ACAD MARKET SCI",
OA:A5054097078,ORCID:0000-0001-7128-6016,2017.0,"DE JONG MDT, 2017, J BUS ETHICS",
OA:A5049429455,ORCID:0000-0002-6606-7430,2022.0,"DE LETH DO, 2022, J BUS ETHICS",
ORCID:0000-0001-5151-697X,ORCID:0000-0001-5552-6497,2018.0,"DE MASSIS A, 2018, J PROD INNOVAT MANAG",
ORCID:0000-0001-5151-697X,ORCID:0000-0002-3815-7762,2018.0,"DE MASSIS A, 2018, J PROD INNOVAT MANAG",
ORCID:0000-0001-5151-697X,ORCID:0000-0002-7838-8792,2018.0,"DE MASSIS A, 2018, J PROD INNOVAT MANAG",
ORCID:0000-0001-5552-6497,ORCID:0000-0002-3815-7762,2018.0,"DE MASSIS A, 2018, J PROD INNOVAT MANAG",
ORCID:0000-0001-5552-6497,ORCID:0000-0002-7838-8792,2018.0,"DE MASSIS A, 2018, J PROD INNOVAT MANAG",
ORCID:0000-0002-3815-7762,ORCID:0000-0002-7838-8792,2018.0,"DE MASSIS A, 2018, J PROD INNOVAT MANAG",
OA:A5065548920,ORCID:0000-0002-2538-9089,2008.0,"DE MATOS CA, 2008, J ACAD MARKET SCI",
OA:A5010509736,ORCID:0000-0002-1885-2426,2012.0,"DE MEL S, 2012, ECON J",
OA:A5010509736,ORCID:0000-0003-3471-7520,2012.0,"DE MEL S, 2012, ECON J",
ORCID:0000-0002-1885-2426,ORCID:0000-0003-3471-7520,2012.0,"DE MEL S, 2012, ECON J",
ORCID:0000-0001-8746-6572,ORCID:0000-0002-8155-4368,2015.0,"DE NONI I, 2015, J INT ENTREP",
ORCID:0000-0001-5340-9107,ORCID:0000-0002-7366-4436,2015.0,"DE OLIVEIRA MOR, 2015, J BUS RES",
ORCID:0000-0001-5340-9107,ORCID:0000-0003-2589-2845,2015.0,"DE OLIVEIRA MOR, 2015, J BUS RES",
ORCID:0000-0002-7366-4436,ORCID:0000-0003-2589-2845,2015.0,"DE OLIVEIRA MOR, 2015, J BUS RES",
NAME:HOLTHOF|C,OA:A5025225161,2018.0,"DE PELSRNACKER P, 2018, INT J HOSP MANAG",
NAME:HOLTHOF|C,ORCID:0000-0002-3584-9181,2018.0,"DE PELSRNACKER P, 2018, INT J HOSP MANAG",
NAME:HOLTHOF|C,ORCID:0000-0003-1258-662X,2018.0,"DE PELSRNACKER P, 2018, INT J HOSP MANAG",
OA:A5025225161,ORCID:0000-0002-3584-9181,2018.0,"DE PELSRNACKER P, 2018, INT J HOSP MANAG",
OA:A5025225161,ORCID:0000-0003-1258-662X,2018.0,"DE PELSRNACKER P, 2018, INT J HOSP MANAG",
ORCID:0000-0002-3584-9181,ORCID:0000-0003-1258-662X,2018.0,"DE PELSRNACKER P, 2018, INT J HOSP MANAG",
OA:A5021749262,ORCID:0000-0001-6257-5465,2005.0,"DE ROND M, 2005, J MANAGE INQUIRY",
ORCID:0000-0002-2914-8063,ORCID:0000-0003-2711-3139,2011.0,"DE VRIES S, 2011, INT J EMERG MED",
ORCID:0000-0002-2914-8063,ORCID:0000-0003-3986-1652,2011.0,"DE VRIES S, 2011, INT J EMERG MED",
ORCID:0000-0003-2711-3139,ORCID:0000-0003-3986-1652,2011.0,"DE VRIES S, 2011, INT J EMERG MED",
OA:A5003508457,ORCID:0000-0002-5180-5904,2011.0,"DEACON JH, 2011, J RES MARK ENTREP",
NAME:DEAN|JW,OA:A5090003773,1996.0,"DEAN J, 1996, ACAD MANAGE J",
OA:A5090003773,ORCID:0000-0003-3920-197X,1996.0,"DEAN JW, 1996, ACAD MANAGE J",
OA:A5051995264,ORCID:0000-0002-3550-4941,2007.0,"DEAN MA, 2007, ENTREP THEORY PRACT",
OA:A5051995264,ORCID:0000-0002-8757-2858,2007.0,"DEAN MA, 2007, ENTREP THEORY PRACT",
OA:A5051995264,ORCID:0000-0003-2829-3661,2007.0,"DEAN MA, 2007, ENTREP THEORY PRACT",
ORCID:0000-0002-3550-4941,ORCID:0000-0002-8757-2858,2007.0,"DEAN MA, 2007, ENTREP THEORY PRACT",
ORCID:0000-0002-3550-4941,ORCID:0000-0003-2829-3661,2007.0,"DEAN MA, 2007, ENTREP THEORY PRACT",
ORCID:0000-0002-8757-2858,ORCID:0000-0003-2829-3661,2007.0,"DEAN MA, 2007, ENTREP THEORY PRACT",
NAME:BAMFORD|CE,ORCID:0000-0001-5675-2226,1998.0,"DEAN T, 1998, STRATEG MANAGE J",
NAME:BAMFORD|CE,ORCID:0000-0002-2294-5721,1998.0,"DEAN T, 1998, STRATEG MANAGE J",
ORCID:0000-0001-5675-2226,ORCID:0000-0002-2294-5721,1998.0,"DEAN T, 1998, STRATEG MANAGE J",
ORCID:0000-0001-5881-8954,ORCID:0000-0001-8138-754X,2023.0,"DEAN T, 2023, J MARKET MANAG-UK",
ORCID:0000-0001-5881-8954,ORCID:0000-0002-5001-0069,2023.0,"DEAN T, 2023, J MARKET MANAG-UK",
ORCID:0000-0001-8138-754X,ORCID:0000-0002-5001-0069,2023.0,"DEAN T, 2023, J MARKET MANAG-UK",
ORCID:0000-0001-5881-8954,ORCID:0000-0001-8138-754X,2024.0,"DEAN T, 2024, EUR J MARKETING",
ORCID:0000-0001-5881-8954,ORCID:0000-0002-5001-0069,2024.0,"DEAN T, 2024, EUR J MARKETING",
ORCID:0000-0001-8138-754X,ORCID:0000-0002-5001-0069,2024.0,"DEAN T, 2024, EUR J MARKETING",
ORCID:0000-0002-2977-9869,ORCID:0000-0002-5346-9094,2015.0,"DEBRULLE J, 2015, EUR MANAG REV",
ORCID:0000-0001-8246-8536,ORCID:0000-0002-2355-6154,1985.0,"DECI E, 1985",
ORCID:0000-0001-8246-8536,ORCID:0000-0002-2355-6154,2000.0,"DECI EL, 2000, PSYCHOL INQ",
OA:A5039920565,OA:A5111894233,2010.0,"DECUYPER S, 2010, EDUC RES REV-NETH",
OA:A5039920565,ORCID:0000-0003-4459-7008,2010.0,"DECUYPER S, 2010, EDUC RES REV-NETH",
OA:A5111894233,ORCID:0000-0003-4459-7008,2010.0,"DECUYPER S, 2010, EDUC RES REV-NETH",
OA:A5053527128,OA:A5060655212,2000.0,"DEEDS DL, 2000, J BUS VENTURING",
OA:A5053527128,ORCID:0000-0002-3708-9710,2000.0,"DEEDS DL, 2000, J BUS VENTURING",
OA:A5060655212,ORCID:0000-0002-3708-9710,2000.0,"DEEDS DL, 2000, J BUS VENTURING",
OA:A5009699321,OA:A5057537354,,"DEKU W, 2022, J ISLAM MARK",
OA:A5009699321,ORCID:0000-0001-5054-6181,,"DEKU W, 2022, J ISLAM MARK",
OA:A5057537354,ORCID:0000-0001-5054-6181,,"DEKU W, 2022, J ISLAM MARK",
OA:A5009699321,OA:A5043169339,2021.0,"DEKU WA, 2021, WORLD J ENTREP MANAG",
OA:A5009699321,OA:A5057537354,2021.0,"DEKU WA, 2021, WORLD J ENTREP MANAG",
OA:A5009699321,ORCID:0000-0001-5054-6181,2021.0,"DEKU WA, 2021, WORLD J ENTREP MANAG",
OA:A5009699321,ORCID:0009-0009-8509-335X,2021.0,"DEKU WA, 2021, WORLD J ENTREP MANAG",
OA:A5043169339,OA:A5057537354,2021.0,"DEKU WA, 2021, WORLD J ENTREP MANAG",
OA:A5043169339,ORCID:0000-0001-5054-6181,2021.0,"DEKU WA, 2021, WORLD J ENTREP MANAG",
OA:A5043169339,ORCID:0009-0009-8509-335X,2021.0,"DEKU WA, 2021, WORLD J ENTREP MANAG",
OA:A5057537354,ORCID:0000-0001-5054-6181,2021.0,"DEKU WA, 2021, WORLD J ENTREP MANAG",
OA:A5057537354,ORCID:0009-0009-8509-335X,2021.0,"DEKU WA, 2021, WORLD J ENTREP MANAG",
ORCID:0000-0001-5054-6181,ORCID:0009-0009-8509-335X,2021.0,"DEKU WA, 2021, WORLD J ENTREP MANAG",
OA:A5009699321,OA:A5057537354,2023.0,"DEKU WA, 2023, J ISLAMIC MARK",
OA:A5009699321,ORCID:0009-0009-8509-335X,2023.0,"DEKU WA, 2023, J ISLAMIC MARK",
OA:A5057537354,ORCID:0009-0009-8509-335X,2023.0,"DEKU WA, 2023, J ISLAMIC MARK",
ORCID:0000-0001-5011-5269,ORCID:0000-0001-7308-8937,2009.0,"DELEERSNYDER B, 2009, J MARKETING RES",
ORCID:0000-0001-5011-5269,ORCID:0000-0001-8226-5384,2009.0,"DELEERSNYDER B, 2009, J MARKETING RES",
ORCID:0000-0001-5011-5269,ORCID:0000-0001-8368-7589,2009.0,"DELEERSNYDER B, 2009, J MARKETING RES",
ORCID:0000-0001-5011-5269,ORCID:0000-0002-3839-0425,2009.0,"DELEERSNYDER B, 2009, J MARKETING RES",
ORCID:0000-0001-7308-8937,ORCID:0000-0001-8226-5384,2009.0,"DELEERSNYDER B, 2009, J MARKETING RES",
ORCID:0000-0001-7308-8937,ORCID:0000-0001-8368-7589,2009.0,"DELEERSNYDER B, 2009, J MARKETING RES",
ORCID:0000-0001-7308-8937,ORCID:0000-0002-3839-0425,2009.0,"DELEERSNYDER B, 2009, J MARKETING RES",
ORCID:0000-0001-8226-5384,ORCID:0000-0001-8368-7589,2009.0,"DELEERSNYDER B, 2009, J MARKETING RES",
ORCID:0000-0001-8226-5384,ORCID:0000-0002-3839-0425,2009.0,"DELEERSNYDER B, 2009, J MARKETING RES",
ORCID:0000-0001-8368-7589,ORCID:0000-0002-3839-0425,2009.0,"DELEERSNYDER B, 2009, J MARKETING RES",
NAME:ROUMPI|D,ORCID:0000-0001-7890-0154,2017.0,"DELERY J, 2017",
OA:A5109240547,ORCID:0000-0002-3681-8571,2021.0,"DELGADO J, 2021, EUROPEAN JOURNAL OF NATURAL SCIENCES AND MEDICINE",
OA:A5109240547,ORCID:0000-0003-4684-4586,2021.0,"DELGADO J, 2021, EUROPEAN JOURNAL OF NATURAL SCIENCES AND MEDICINE",
ORCID:0000-0002-3681-8571,ORCID:0000-0003-4684-4586,2021.0,"DELGADO J, 2021, EUROPEAN JOURNAL OF NATURAL SCIENCES AND MEDICINE",
ORCID:0000-0002-5722-2988,ORCID:0000-0002-7278-5332,2023.0,"DELLADIO S, 2023, MANAGE DECIS",
ORCID:0000-0002-5722-2988,ORCID:0000-0002-7586-0270,2023.0,"DELLADIO S, 2023, MANAGE DECIS",
ORCID:0000-0002-5722-2988,ORCID:0000-0003-2498-182X,2023.0,"DELLADIO S, 2023, MANAGE DECIS",
ORCID:0000-0002-7278-5332,ORCID:0000-0002-7586-0270,2023.0,"DELLADIO S, 2023, MANAGE DECIS",
ORCID:0000-0002-7278-5332,ORCID:0000-0003-2498-182X,2023.0,"DELLADIO S, 2023, MANAGE DECIS",
ORCID:0000-0002-7586-0270,ORCID:0000-0003-2498-182X,2023.0,"DELLADIO S, 2023, MANAGE DECIS",
ORCID:0000-0002-5863-9988,ORCID:0000-0002-6363-1382,2003.0,"DELMAR F, 2003, J BUS VENTURING",
ORCID:0000-0002-5863-9988,ORCID:0000-0003-4974-9031,2003.0,"DELMAR F, 2003, J BUS VENTURING",
ORCID:0000-0002-6363-1382,ORCID:0000-0003-4974-9031,2003.0,"DELMAR F, 2003, J BUS VENTURING",
ORCID:0000-0002-4908-2321,ORCID:0000-0003-4974-9031,2003.0,"DELMAR F, 2003, STRATEGIC MANAGE J",
ORCID:0000-0002-4908-2321,ORCID:0000-0003-4974-9031,2004.0,"DELMAR F, 2004, J BUS VENTURING",
ORCID:0000-0002-1105-2469,ORCID:0000-0002-6363-1382,,"DELMAR F, 2006",
ORCID:0000-0002-1105-2469,ORCID:0000-0003-4974-9031,,"DELMAR F, 2006",
ORCID:0000-0002-6363-1382,ORCID:0000-0003-4974-9031,,"DELMAR F, 2006",
ORCID:0000-0002-1105-2469,ORCID:0000-0003-4974-9031,2008.0,"DELMAR F, 2008, ENTREP THEORY PRACT",
ORCID:0000-0002-1105-2469,ORCID:0000-0002-6363-1382,2019.0,"DELMAR F, 2019, ENTREPRENEURSHIP AND THE GROWTH OF FIRMS",
ORCID:0000-0002-1105-2469,ORCID:0000-0003-4974-9031,2019.0,"DELMAR F, 2019, ENTREPRENEURSHIP AND THE GROWTH OF FIRMS",
ORCID:0000-0002-6363-1382,ORCID:0000-0003-4974-9031,2019.0,"DELMAR F, 2019, ENTREPRENEURSHIP AND THE GROWTH OF FIRMS",
ORCID:0000-0002-1224-9159,ORCID:0000-0002-8862-2482,2004.0,"DELMAS M, 2004, BUS STRATEG ENVIRON",
OA:A5052133070,ORCID:0000-0002-1240-9052,2010.0,"DELRE SA, 2010, J PROD INNOVAT MANAG",
OA:A5052133070,ORCID:0000-0003-4941-5998,2010.0,"DELRE SA, 2010, J PROD INNOVAT MANAG",
OA:A5052133070,ORCID:0009-0002-9264-2897,2010.0,"DELRE SA, 2010, J PROD INNOVAT MANAG",
ORCID:0000-0002-1240-9052,ORCID:0000-0003-4941-5998,2010.0,"DELRE SA, 2010, J PROD INNOVAT MANAG",
ORCID:0000-0002-1240-9052,ORCID:0009-0002-9264-2897,2010.0,"DELRE SA, 2010, J PROD INNOVAT MANAG",
ORCID:0000-0003-4941-5998,ORCID:0009-0002-9264-2897,2010.0,"DELRE SA, 2010, J PROD INNOVAT MANAG",
NAME:DEMARIS|R,NAME:RIES|A,1992.0,"DEMARIS R, 1992, J MARKETING",
NAME:DEMARIS|R,NAME:TROUT|J,1992.0,"DEMARIS R, 1992, J MARKETING",
NAME:RIES|A,NAME:TROUT|J,1992.0,"DEMARIS R, 1992, J MARKETING",
NAME:BARBATO|R,NAME:DEMARTINO|R,,"DEMARTINO R, 2002",
NAME:UPPAL|R,ORCID:0000-0002-7787-5185,2006.0,"DEMIGUEL V, 2006",
NAME:UPPAL|R,ORCID:0000-0003-3392-2426,2006.0,"DEMIGUEL V, 2006",
ORCID:0000-0002-7787-5185,ORCID:0000-0003-3392-2426,2006.0,"DEMIGUEL V, 2006",
OA:A5112728077,ORCID:0000-0002-4417-5780,2006.0,"DEMIRBAG M, 2006, IND MANAGE DATA SYST",
OA:A5112728077,ORCID:0000-0002-9119-3252,2006.0,"DEMIRBAG M, 2006, IND MANAGE DATA SYST",
OA:A5112728077,ORCID:0000-0003-3540-2264,2006.0,"DEMIRBAG M, 2006, IND MANAGE DATA SYST",
ORCID:0000-0002-4417-5780,ORCID:0000-0002-9119-3252,2006.0,"DEMIRBAG M, 2006, IND MANAGE DATA SYST",
ORCID:0000-0002-4417-5780,ORCID:0000-0003-3540-2264,2006.0,"DEMIRBAG M, 2006, IND MANAGE DATA SYST",
ORCID:0000-0002-9119-3252,ORCID:0000-0003-3540-2264,2006.0,"DEMIRBAG M, 2006, IND MANAGE DATA SYST",
OA:A5011633947,ORCID:0000-0003-1864-0471,2013.0,"DEMO G, 2013, INTERNATIONAL BUSINESS RESEARCH",
ORCID:0000-0002-2512-3037,ORCID:0000-0003-0179-4052,2012.0,"DEN HARTOG DN, 2012, J BUS ETHICS",
NAME:FERRISS|A,ORCID:0000-0002-9162-4024,2018.0,"DENFORD J, 2018, J KNOWL MANAG",
OA:A5029444532,ORCID:0000-0003-1602-064X,1994.0,"DENG S, 1994, J MARKET MANAG",
ORCID:0000-0001-6208-2943,ORCID:0000-0001-7602-7654,2021.0,"DENG W, 2021, GEND MANAG",
ORCID:0000-0001-6208-2943,ORCID:0000-0001-8927-614X,2021.0,"DENG W, 2021, GEND MANAG",
ORCID:0000-0001-6208-2943,ORCID:0000-0002-0498-1032,2021.0,"DENG W, 2021, GEND MANAG",
ORCID:0000-0001-6208-2943,ORCID:0000-0003-1524-0886,2021.0,"DENG W, 2021, GEND MANAG",
ORCID:0000-0001-7602-7654,ORCID:0000-0001-8927-614X,2021.0,"DENG W, 2021, GEND MANAG",
ORCID:0000-0001-7602-7654,ORCID:0000-0002-0498-1032,2021.0,"DENG W, 2021, GEND MANAG",
ORCID:0000-0001-7602-7654,ORCID:0000-0003-1524-0886,2021.0,"DENG W, 2021, GEND MANAG",
ORCID:0000-0001-8927-614X,ORCID:0000-0002-0498-1032,2021.0,"DENG W, 2021, GEND MANAG",
ORCID:0000-0001-8927-614X,ORCID:0000-0003-1524-0886,2021.0,"DENG W, 2021, GEND MANAG",
ORCID:0000-0002-0498-1032,ORCID:0000-0003-1524-0886,2021.0,"DENG W, 2021, GEND MANAG",
ORCID:0000-0002-4349-9628,ORCID:0000-0003-1295-332X,2007.0,"DENIS JL, 2007, HUM RELAT",
ORCID:0000-0002-4349-9628,ORCID:0000-0003-3666-328X,2007.0,"DENIS JL, 2007, HUM RELAT",
ORCID:0000-0003-1295-332X,ORCID:0000-0003-3666-328X,2007.0,"DENIS JL, 2007, HUM RELAT",
ORCID:0000-0001-7374-1799,ORCID:0000-0003-0637-0101,2010.0,"DENTONI D, 2010, JOURNAL ON CHAIN AND NETWORK SCIENCE",
ORCID:0000-0001-5925-9496,ORCID:0000-0002-5863-9988,2017.0,"DENTONI D, 2017",
ORCID:0000-0001-5925-9496,ORCID:0000-0003-0637-0101,2017.0,"DENTONI D, 2017",
ORCID:0000-0001-5925-9496,ORCID:0000-0003-1781-7546,2017.0,"DENTONI D, 2017",
ORCID:0000-0002-5863-9988,ORCID:0000-0003-0637-0101,2017.0,"DENTONI D, 2017",
ORCID:0000-0002-5863-9988,ORCID:0000-0003-1781-7546,2017.0,"DENTONI D, 2017",
ORCID:0000-0003-0637-0101,ORCID:0000-0003-1781-7546,2017.0,"DENTONI D, 2017",
NAME:DENZIN|NK,OA:A5027555740,2005.0,"DENZIN N, 2005",
NAME:DARIYATNO|,NAME:DENZIN|NK,,"DENZIN N, 2011",
NAME:DARIYATNO|,NAME:LINCLON|YS,,"DENZIN N, 2011",
NAME:DENZIN|NK,NAME:LINCLON|YS,,"DENZIN N, 2011",
NAME:DENZIN|NK,OA:A5027555740,,"DENZIN N, 2012",
ORCID:0000-0001-6954-088X,ORCID:0000-0001-8862-574X,2018.0,"DEPREZ J, 2018, BUS HORIZONS",
ORCID:0000-0001-6954-088X,ORCID:0000-0003-0981-4855,2018.0,"DEPREZ J, 2018, BUS HORIZONS",
ORCID:0000-0001-8862-574X,ORCID:0000-0003-0981-4855,2018.0,"DEPREZ J, 2018, BUS HORIZONS",
OA:A5108736131,ORCID:0000-0003-2385-7907,2013.0,"DESA G, 2013, STRATEG ENTREP J",
OA:A5110887870,OA:A5113444698,2005.0,"DESARBO WS, 2005, STRATEGIC MANAGE J",
OA:A5110887870,ORCID:0000-0001-6520-8273,2005.0,"DESARBO WS, 2005, STRATEGIC MANAGE J",
OA:A5110887870,ORCID:0000-0002-8829-9961,2005.0,"DESARBO WS, 2005, STRATEGIC MANAGE J",
OA:A5110887870,ORCID:0000-0003-1059-4706,2005.0,"DESARBO WS, 2005, STRATEGIC MANAGE J",
OA:A5113444698,ORCID:0000-0001-6520-8273,2005.0,"DESARBO WS, 2005, STRATEGIC MANAGE J",
OA:A5113444698,ORCID:0000-0002-8829-9961,2005.0,"DESARBO WS, 2005, STRATEGIC MANAGE J",
OA:A5113444698,ORCID:0000-0003-1059-4706,2005.0,"DESARBO WS, 2005, STRATEGIC MANAGE J",
ORCID:0000-0001-6520-8273,ORCID:0000-0002-8829-9961,2005.0,"DESARBO WS, 2005, STRATEGIC MANAGE J",
ORCID:0000-0001-6520-8273,ORCID:0000-0003-1059-4706,2005.0,"DESARBO WS, 2005, STRATEGIC MANAGE J",
ORCID:0000-0002-8829-9961,ORCID:0000-0003-1059-4706,2005.0,"DESARBO WS, 2005, STRATEGIC MANAGE J",
OA:A5012856556,OA:A5017819238,1998.0,"DESCHAMPS M, 1998, J SMALL BUS ENTREP",
OA:A5012856556,OA:A5029444532,1998.0,"DESCHAMPS M, 1998, J SMALL BUS ENTREP",
OA:A5017819238,OA:A5029444532,1998.0,"DESCHAMPS M, 1998, J SMALL BUS ENTREP",
OA:A5012856556,OA:A5017819238,1998.0,"DESCHAMPS M, 1998, JOURNAL OF SMALL BUSINESS AND ENTREPRENEURSHIP",
OA:A5012856556,OA:A5029444532,1998.0,"DESCHAMPS M, 1998, JOURNAL OF SMALL BUSINESS AND ENTREPRENEURSHIP",
OA:A5017819238,OA:A5029444532,1998.0,"DESCHAMPS M, 1998, JOURNAL OF SMALL BUSINESS AND ENTREPRENEURSHIP",
OA:A5047108044,OA:A5111409745,1989.0,"DESHPANDE R, 1989, J MARKETING",
OA:A5047108044,OA:A5111365295,1993.0,"DESHPANDE R, 1993, J MARKETING",
OA:A5047108044,OA:A5111409745,1993.0,"DESHPANDE R, 1993, J MARKETING",
OA:A5111365295,OA:A5111409745,1993.0,"DESHPANDE R, 1993, J MARKETING",
OA:A5111365295,OA:A5111409745,1998.0,"DESHPANDE R, 1998, J MARKET FOCUSED MAN",
OA:A5111365295,ORCID:0000-0002-0743-6961,1998.0,"DESHPANDE R, 1998, J MARKET FOCUSED MAN",
OA:A5111409745,ORCID:0000-0002-0743-6961,1998.0,"DESHPANDE R, 1998, J MARKET FOCUSED MAN",
OA:A5111365295,ORCID:0000-0002-0743-6961,1993.0,"DESHPANDÉ R, 1993, J MARKETING",
OA:A5111365295,ORCID:0000-0002-8341-9581,1993.0,"DESHPANDÉ R, 1993, J MARKETING",
ORCID:0000-0002-0743-6961,ORCID:0000-0002-8341-9581,1993.0,"DESHPANDÉ R, 1993, J MARKETING",
OA:A5111409745,ORCID:0000-0001-9585-0961,2012.0,"DESHPANDÉ R, 2012, MARKET LETT",
OA:A5111409745,ORCID:0000-0002-0743-6961,2012.0,"DESHPANDÉ R, 2012, MARKET LETT",
ORCID:0000-0001-9585-0961,ORCID:0000-0002-0743-6961,2012.0,"DESHPANDÉ R, 2012, MARKET LETT",
OA:A5111409745,ORCID:0000-0001-9585-0961,2013.0,"DESHPANDÉ R, 2013, INT MARKET REV",
OA:A5111409745,ORCID:0000-0002-0743-6961,2013.0,"DESHPANDÉ R, 2013, INT MARKET REV",
OA:A5111409745,ORCID:0000-0002-9186-2276,2013.0,"DESHPANDÉ R, 2013, INT MARKET REV",
ORCID:0000-0001-9585-0961,ORCID:0000-0002-0743-6961,2013.0,"DESHPANDÉ R, 2013, INT MARKET REV",
ORCID:0000-0001-9585-0961,ORCID:0000-0002-9186-2276,2013.0,"DESHPANDÉ R, 2013, INT MARKET REV",
ORCID:0000-0002-0743-6961,ORCID:0000-0002-9186-2276,2013.0,"DESHPANDÉ R, 2013, INT MARKET REV",
NAME:SZABO|E,OA:A5065585280,2008.0,"DESMARCHELIER PM, 2008, INNOV-ORGAN MANAG",
NAME:SZABO|E,ORCID:0000-0002-2716-4078,2008.0,"DESMARCHELIER PM, 2008, INNOV-ORGAN MANAG",
OA:A5065585280,ORCID:0000-0002-2716-4078,2008.0,"DESMARCHELIER PM, 2008, INNOV-ORGAN MANAG",
OA:A5110399757,ORCID:0000-0002-0447-0910,2000.0,"DESMOND J, 2000, CONSUMP MARK CULT",
OA:A5110399757,ORCID:0000-0002-3311-5010,2000.0,"DESMOND J, 2000, CONSUMP MARK CULT",
ORCID:0000-0002-0447-0910,ORCID:0000-0002-3311-5010,2000.0,"DESMOND J, 2000, CONSUMP MARK CULT",
ORCID:0000-0001-8547-0762,ORCID:0000-0002-4048-9774,2021.0,"DESPOUDI S, 2021, PROD PLAN CONTROL",
ORCID:0000-0001-8547-0762,ORCID:0000-0002-8377-6407,2021.0,"DESPOUDI S, 2021, PROD PLAN CONTROL",
ORCID:0000-0002-4048-9774,ORCID:0000-0002-8377-6407,2021.0,"DESPOUDI S, 2021, PROD PLAN CONTROL",
ORCID:0000-0001-6183-7881,ORCID:0000-0003-1627-5300,1997.0,"DESS G, 1997, STRATEG MANAGE J",
ORCID:0000-0001-6183-7881,ORCID:0000-0003-2282-5196,1997.0,"DESS G, 1997, STRATEG MANAGE J",
ORCID:0000-0003-1627-5300,ORCID:0000-0003-2282-5196,1997.0,"DESS G, 1997, STRATEG MANAGE J",
OA:A5114188648,ORCID:0000-0001-6183-7881,1999.0,"DESS G, 1999, ENTREP THEORY PRACT",
OA:A5114188648,ORCID:0000-0003-2282-5196,1999.0,"DESS G, 1999, ENTREP THEORY PRACT",
ORCID:0000-0001-6183-7881,ORCID:0000-0003-2282-5196,1999.0,"DESS G, 1999, ENTREP THEORY PRACT",
OA:A5103570432,ORCID:0000-0001-6183-7881,1984.0,"DESS GG, 1984, STRATEGIC MANAGE J",
ORCID:0000-0001-6183-7881,ORCID:0000-0003-2282-5196,2005.0,"DESS GG, 2005, ACAD MANAGE EXEC",
OA:A5037222955,OA:A5110291306,2006.0,"DEUTSKENS E, 2006, J SERV RES-US",
OA:A5037222955,ORCID:0000-0001-8569-5320,2006.0,"DEUTSKENS E, 2006, J SERV RES-US",
OA:A5110291306,ORCID:0000-0001-8569-5320,2006.0,"DEUTSKENS E, 2006, J SERV RES-US",
ORCID:0000-0001-9135-0150,ORCID:0000-0002-8829-9961,2007.0,"DEW N, 2007, J BUS ETHICS",
ORCID:0000-0001-9135-0150,ORCID:0000-0002-8926-842X,2007.0,"DEW N, 2007, J BUS ETHICS",
