SR,SR_ref
"ROBLEDO S, 2025, J RES MARK ENTREP","CRUZ JP, 2008, P 26 INT C SYST DYN"
"ROBLEDO S, 2025, J RES MARK ENTREP","DALECKI L, 2019, J RES MARK ENTREP"
"ROBLEDO S, 2025, J RES MARK ENTREP","DE BRUYN A, 2008, INT J RES MARK"
"ROBLEDO S, 2025, J RES MARK ENTREP","DE MATOS CA, 2008, J ACAD MARKET SCI"
"ROBLEDO S, 2025, J RES MARK ENTREP","DELRE SA, 2010, J PROD INNOVAT MANAG"
"ROBLEDO S, 2025, J RES MARK ENTREP","EGGERS F, 2022, J BUS RES"
"ROBLEDO S, 2025, J RES MARK ENTREP","ELLIOT E, 2023, J RES MARK ENTREP"
"ROBLEDO S, 2025, J RES MARK ENTREP","ERRAJAA K, 2022, J RETAIL CONSUM SERV"
"ROBLEDO S, 2025, J RES MARK ENTREP","FORNELL C, 1981, J MARKETING RES"
"ROBLEDO S, 2025, J RES MARK ENTREP","GAO M, 2022, INT T OPER RES"
"ROBLEDO S, 2025, J RES MARK ENTREP","GARTNER J, 2021, J BUS RES"
"ROBLEDO S, 2025, J RES MARK ENTREP","GATIGNON H, 1985, J CONSUM RES"
"ROBLEDO S, 2025, J RES MARK ENTREP","GERBING DW, 1988, J MARKETING RES"
"ROBLEDO S, 2025, J RES MARK ENTREP","GERSHON R, 2020, J MARKETING RES"
"ROBLEDO S, 2025, J RES MARK ENTREP","GOLDENBERG J, 2001, MARKET LETT"
"ROBLEDO S, 2025, J RES MARK ENTREP","GOLDENBERG J, 2009, J MARKETING"
"ROBLEDO S, 2025, J RES MARK ENTREP","GRAPPI S, 2020, MANAGE INT REV"
"ROBLEDO S, 2025, J RES MARK ENTREP","HAENLEIN M, 2017, CALIF MANAGE REV"
"ROBLEDO S, 2025, J RES MARK ENTREP","HAENLEIN M, 2013, J MARKETING"
"ROBLEDO S, 2025, J RES MARK ENTREP","HATCHALEELAHA S, 2016, J RES MARK ENTREP"
"ROBLEDO S, 2025, J RES MARK ENTREP","HENSELER J, 2009, ADV INT MARKETING"
"ROBLEDO S, 2025, J RES MARK ENTREP","HO KLP, 2022, J INNOV KNOWL"
"ROBLEDO S, 2025, J RES MARK ENTREP","HU HH, 2019, BRQ-BUS RES Q"
"ROBLEDO S, 2025, J RES MARK ENTREP","HU HH, 2018, J BUS RES"
"ROBLEDO S, 2025, J RES MARK ENTREP","ISHII R, 2023, J BUS IND MARK"
"ROBLEDO S, 2025, J RES MARK ENTREP","JANSSEN MA, 2003, ARTIF LIFE"
"ROBLEDO S, 2025, J RES MARK ENTREP","JIN L, 2013, SSRN ELECT J"
"ROBLEDO S, 2025, J RES MARK ENTREP","JONES R, 2013, J MARKET MANAG-UK"
"ROBLEDO S, 2025, J RES MARK ENTREP","KASSIM N, 2016, ASIA PAC J MARKET LO"
"ROBLEDO S, 2025, J RES MARK ENTREP","KATONA Z, 2011, J MARKETING RES"
"ROBLEDO S, 2025, J RES MARK ENTREP","KEITH TZ, 2019, MULTIPLE REGRESSION"
"ROBLEDO S, 2025, J RES MARK ENTREP","KHIZINDAR TM, 2017, J RES MARK ENTREP"
"ROBLEDO S, 2025, J RES MARK ENTREP","KRATZER J, 2016, J PROD INNOVAT MANAG"
"ROBLEDO S, 2025, J RES MARK ENTREP","KUANG D, 2022, J RETAIL CONSUM SERV"
"ROBLEDO S, 2025, J RES MARK ENTREP","KYRGIDOU L, 2021, J RES MARK ENTREP"
"ROBLEDO S, 2025, J RES MARK ENTREP","LEKVALL, 1973, SWED J ECON"
"ROBLEDO S, 2025, J RES MARK ENTREP","LIU L, 2018, J ADVERTISING RES"
"ROBLEDO S, 2025, J RES MARK ENTREP","LOFTHOUSE JK, 2021, J I ECON"
"ROBLEDO S, 2025, J RES MARK ENTREP","LUSCH ROBERTF, 2006, MARKETING THEORY ART"
"ROBLEDO S, 2025, J RES MARK ENTREP","MBANGO P, 2019, COGENT SOC SCI"
"ROBLEDO S, 2025, J RES MARK ENTREP","MCCARTAN A, 2023, J RES MARK ENTREP"
"ROBLEDO S, 2025, J RES MARK ENTREP","MEYNERS J, 2017, INT J RES MARK"
"ROBLEDO S, 2025, J RES MARK ENTREP","MILLER AM, 2023, J CONSUM AFF"
"ROBLEDO S, 2025, J RES MARK ENTREP","MOLDOVAN S, 2017, INT J RES MARK"
"ROBLEDO S, 2025, J RES MARK ENTREP","MOORMAN C, 1992, J MARKETING RES"
"ROBLEDO S, 2025, J RES MARK ENTREP","MOORMAN C, 1993, J MARKETING"
"ROBLEDO S, 2025, J RES MARK ENTREP","MULLER E, 2019, INT J RES MARK"
"ROBLEDO S, 2025, J RES MARK ENTREP","NEILL S, 2023, MANAG RES REV"
"ROBLEDO S, 2025, J RES MARK ENTREP","O'DONNELL A, 2001, MANAGE DECIS"
"ROBLEDO S, 2025, J RES MARK ENTREP","OKAZAKI S, 2008, PSYCHOL MARKET"
"ROBLEDO S, 2025, J RES MARK ENTREP","OLIVER P, 1985, AM J SOCIOL"
"ROBLEDO S, 2025, J RES MARK ENTREP","OLIVER RL, 1997, SATISFACTION"
"ROBLEDO S, 2025, J RES MARK ENTREP","PEDROOD NASTARAN, 2008, DIRECT MARKETING: AN INTERNATIONAL JOURNAL"
"ROBLEDO S, 2025, J RES MARK ENTREP","PESCHER C, 2014, J INTERACT MARK"
"ROBLEDO S, 2025, J RES MARK ENTREP","PETERSON RA, 2024, J RES MARK ENTREP"
"ROBLEDO S, 2025, J RES MARK ENTREP","CRITTENDEN V, 2020, INTERNATIONAL JOURNAL OF APPLIED DECISION SCIENCES"
"ROBLEDO S, 2025, J RES MARK ENTREP","PINAKANA SD, 2023, POLLUTANTS-BASEL"
"ROBLEDO S, 2025, J RES MARK ENTREP","PRAHALAD CK, 2000, HARVARD BUS REV"
"ROBLEDO S, 2025, J RES MARK ENTREP","REICHSTEIN T, 2019, PSYCHOL MARKET"
"ROBLEDO S, 2025, J RES MARK ENTREP","REINGEWERTZ Y, 2021, PLOS ONE"
"ROBLEDO S, 2025, J RES MARK ENTREP","RESNICK S, 2011, J RES MARK ENTREP"
"ROBLEDO S, 2025, J RES MARK ENTREP","ROBLEDO S, 2022, J SCIENTOMETR RES"
"ROBLEDO S, 2025, J RES MARK ENTREP","ROBLEDO S, 2023, J RES MARK ENTREP"
"ROBLEDO S, 2025, J RES MARK ENTREP","ROELENS I, 2016, DECIS SUPPORT SYST"
"ROBLEDO S, 2025, J RES MARK ENTREP","ROMAN M, 2021, SUSTAINABILITY-BASEL"
"ROBLEDO S, 2025, J RES MARK ENTREP","ROSSEEL Y, 2012, J STAT SOFTW"
"ROBLEDO S, 2025, J RES MARK ENTREP","SÁ E, 2022, J RES MARK ENTREP"
"ROBLEDO S, 2025, J RES MARK ENTREP","SCHMITT P, 2011, J MARKETING"
"ROBLEDO S, 2025, J RES MARK ENTREP","SCIANDRA MR, 2019, J MARKET THEORY PRAC"
"ROBLEDO S, 2025, J RES MARK ENTREP","SHIM J, 2018, ENTREP RES J"
"ROBLEDO S, 2025, J RES MARK ENTREP","SOGA LR, 2022, J BUS RES"
"ROBLEDO S, 2025, J RES MARK ENTREP","SONG S, 2022, J PROD BRAND MANAG"
"ROBLEDO S, 2025, J RES MARK ENTREP","STOKES D, 2002, J RES MARK ENTREP"
"ROBLEDO S, 2025, J RES MARK ENTREP","STOKES D, 2002, J SMALL BUS ENTERP D"
"ROBLEDO S, 2025, J RES MARK ENTREP","SUKI NM, 2017, INT J SUST DEV WORLD"
"ROBLEDO S, 2025, J RES MARK ENTREP","SUN XC, 2021, J RETAIL CONSUM SERV"
"ROBLEDO S, 2025, J RES MARK ENTREP","TAM KY, 2006, MIS QUART"
"ROBLEDO S, 2025, J RES MARK ENTREP","VERLEGH PWJ, 2013, J ACAD MARKET SCI"
"ROBLEDO S, 2025, J RES MARK ENTREP","VESCI M, 2021, TQM J"
"ROBLEDO S, 2025, J RES MARK ENTREP","VON WANGENHEIM F, 2007, J ACAD MARKET SCI"
"ROBLEDO S, 2025, J RES MARK ENTREP","WANG LL, 2022, J ACAD MARKET SCI"
"ROBLEDO S, 2025, J RES MARK ENTREP","WANG Q, 2018, ELECTRON COMMER RES"
"ROBLEDO S, 2025, J RES MARK ENTREP","WANG X, 2022, J BUS RES"
"ROBLEDO S, 2025, J RES MARK ENTREP","WATTS DJ, 2007, J CONSUM RES"
"ROBLEDO S, 2025, J RES MARK ENTREP","WEIMANN G, 1983, SOC NETWORKS"
"ROBLEDO S, 2025, J RES MARK ENTREP","WIRTZ J, 2019, J SERV MANAGE"
"ROBLEDO S, 2025, J RES MARK ENTREP","WOLTERS HM, 2020, MARKET SCI"
"ROBLEDO S, 2025, J RES MARK ENTREP","WOSINSKA M, 2021, REV IND ORGAN"
"ROBLEDO S, 2025, J RES MARK ENTREP","ZHANG H, 2018, INT J INFORM MANAGE"
"ROBLEDO S, 2025, J RES MARK ENTREP","ZHANG H, 2014, INT J TECHNOL MANAGE"
"ROBLEDO S, 2025, J RES MARK ENTREP","ZHANG HH, 2018, J BUS RES"
"YANG M, 2025, INT BUS REV","ACEDO F, 2007, J WORLD BUS"
"YANG M, 2025, INT BUS REV",
"YANG M, 2025, INT BUS REV","ALQAHTANI N, 2018, J BUS RES"
"YANG M, 2025, INT BUS REV","ANDERSEN O, 2002, INT BUS REV"
"YANG M, 2025, INT BUS REV","ANDERSSON S, 2011, J SMALL BUS ENTERP DEV"
"YANG M, 2025, INT BUS REV","ANDERSSON U, 2015, J WORLD BUS"
"YANG M, 2025, INT BUS REV","ARMSTRONG J, 1977, J MARKETING RES"
"YANG M, 2025, INT BUS REV","ATUAHENE‐GIMA K, 2004, J MARKETING"
"YANG M, 2025, INT BUS REV","BACHMANN J, 2020, IND MARK MANAGE"
"YANG M, 2025, INT BUS REV","BAI W, 2021, J BUS RES"
"YANG M, 2025, INT BUS REV","BAI W, 2021, J INT MANAG"
"YANG M, 2025, INT BUS REV","BECKER J, 2012, LONG RANGE PLANN"
"YANG M, 2025, INT BUS REV","BELLO D, 2015, J WORLD BUS"
"YANG M, 2025, INT BUS REV","BLOCKER C, 2010, J ACAD MARKET SCI"
"YANG M, 2025, INT BUS REV","BRETTEL M, 2011, J BUS VENTUR"
"YANG M, 2025, INT BUS REV","BURKE A, 2009, J MANAGE STUD"
"YANG M, 2025, INT BUS REV","CHANDLER G, 2009, J BUS VENTUR"
"YANG M, 2025, INT BUS REV","CHANG S, 2010, J INT BUS STUD"
"YANG M, 2025, INT BUS REV","CHETTY S, 2023, J BUS RES"
"YANG M, 2025, INT BUS REV","CRICK J, 2018, J BUS RES"
"YANG M, 2025, INT BUS REV","CUERVO-CAZURRA Á, 2017, J WORLD BUS"
"YANG M, 2025, INT BUS REV","CUI L, 2019, IND MARK MANAGE"
"YANG M, 2025, INT BUS REV","DAY G, 1988, J MARKETING"
"YANG M, 2025, INT BUS REV","DELIGIANNI I, 2022, INT BUS REV"
"YANG M, 2025, INT BUS REV","DEW N, 2008, J BUS VENTUR"
"YANG M, 2025, INT BUS REV","DIAMANTOPOULOS A, 2009, J INT BUS STUD"
"YANG M, 2025, INT BUS REV","DOERN R, 2006, J WORLD BUS"
"YANG M, 2025, INT BUS REV","DONBESUUR F, 2021, INT BUS REV"
"YANG M, 2025, INT BUS REV","EGGERS F, 2018, J BUS RES"
"YANG M, 2025, INT BUS REV","EIJDENBERG E, 2017, J ENTERPR EMERG ECON"
"YANG M, 2025, INT BUS REV","EVERS N, 2019, INT BUS REV"
"YANG M, 2025, INT BUS REV","FALAHAT M, 2020, TECHNOL FORECAST SOC CHANGE"
"YANG M, 2025, INT BUS REV","FIGUEIRA‐DE‐LEMOS F, 2010, J WORLD BUS"
"YANG M, 2025, INT BUS REV","FRAZIER P, 2004"
"YANG M, 2025, INT BUS REV","FRYNAS J, 2006, STRATEG MANAGE J"
"YANG M, 2025, INT BUS REV","FUTTERER F, 2017, LONG RANGE PLANN"
"YANG M, 2025, INT BUS REV","GABRIELSSON P, 2013, IND MARK MANAGE"
"YANG M, 2025, INT BUS REV","GUERRERO M, 2020, SMALL BUS ECON"
"YANG M, 2025, INT BUS REV","HAIR J, 2018"
"YANG M, 2025, INT BUS REV","HENARD D, 2001, J MARKETING RES"
"YANG M, 2025, INT BUS REV","HENSELER J, 2014, J ACAD MARKET SCI"
"YANG M, 2025, INT BUS REV","HENSELER J, 2016, INT MARK REV"
"YANG M, 2025, INT BUS REV","HUNT R, 2021, J BUS RES"
"YANG M, 2025, INT BUS REV","JEAN R, 2019, J WORLD BUS"
"YANG M, 2025, INT BUS REV","JÖRESKOG K, 1971, PSYCHOMETRIKA"
"YANG M, 2025, INT BUS REV","KALINIĆ I, 2013, INT BUS REV"
"YANG M, 2025, INT BUS REV","KARAMI M, 2022, INT J ENTREP BEHAV RES"
"YANG M, 2025, INT BUS REV","KARAMI M, 2019, SMALL BUS ECON"
"YANG M, 2025, INT BUS REV","KOÇAK A, 2009, INT MARK REV"
"YANG M, 2025, INT BUS REV","KREYE M, 2017, INT J OPER PROD MAN"
"YANG M, 2025, INT BUS REV","KREYE M, 2018, IND MARK MANAGE"
"YANG M, 2025, INT BUS REV","KUSI S, 2022, J WORLD BUS"
"YANG M, 2025, INT BUS REV","LAFORET S, 2012, J WORLD BUS"
"YANG M, 2025, INT BUS REV","LASKOVAIA A, 2018, ENTREP REGION DEV"
"YANG M, 2025, INT BUS REV","LINDELL M, 2001, J APPL PSYCHOL"
"YANG M, 2025, INT BUS REV","LÜ Y, 2009, J INT BUS STUD"
"YANG M, 2025, INT BUS REV","MACCALLUM R, 1993, PSYCHOL BULL"
"YANG M, 2025, INT BUS REV","MCKELVIE A, 2019, SMALL BUS ECON"
"YANG M, 2025, INT BUS REV","MERÍN-RODRIGÁÑEZ J, 2024, INT BUS REV"
"YANG M, 2025, INT BUS REV","MÖLLER K, 2006, IND MARK MANAGE"
"YANG M, 2025, INT BUS REV","MORRIS M, 2002"
"YANG M, 2025, INT BUS REV","MURPHY M, 2020, J BUS VENTUR"
"YANG M, 2025, INT BUS REV","MURRAY J, 2005, J INT MARKETING"
"YANG M, 2025, INT BUS REV","NAKOS G, 2013, STRATEG ENTREP J"
"YANG M, 2025, INT BUS REV","HENSCHEL T, 2018"
"YANG M, 2025, INT BUS REV","PARTANEN J, 2018, STRATEG ENTREP J"
"YANG M, 2025, INT BUS REV","PENG M, 2003, ACAD MANAGE REV"
"YANG M, 2025, INT BUS REV","PERRY J, 2011"
"YANG M, 2025, INT BUS REV","PODSAKOFF P, 2003, J APPL PSYCHOL"
"YANG M, 2025, INT BUS REV","PRASHANTHAM S, 2018"
"YANG M, 2025, INT BUS REV","RAMMAL H, 2022, J WORLD BUS"
"YANG M, 2025, INT BUS REV","RAMMAL H, 2014, INT MARK REV"
"YANG M, 2025, INT BUS REV","READ S, 2008, J BUS VENTUR"
"YANG M, 2025, INT BUS REV","PEINADO E, 2006, INT BUS REV"
"YANG M, 2025, INT BUS REV","SARASVATHY S, 2001, ACAD MANAGE REV"
"YANG M, 2025, INT BUS REV","SARASVATHY S, 2013"
"YANG M, 2025, INT BUS REV","SIEMSEN E, 2009, ORGAN RES METHODS"
"YANG M, 2025, INT BUS REV","SMOLKA K, 2018"
"YANG M, 2025, INT BUS REV","MORT G, 2012, EUR J MARK"
"YANG M, 2025, INT BUS REV","SZAMBELAN S, 2019, SMALL BUS ECON"
"YANG M, 2025, INT BUS REV","TOLSTOY D, 2022"
"YANG M, 2025, INT BUS REV","TOLSTOY D, 2020, J WORLD BUS"
"YANG M, 2025, INT BUS REV","UZHEGOVA M, 2022, INT ENTREP MANAGE J"
"YANG M, 2025, INT BUS REV","VARGO S, 2003, J MARKETING"
"YANG M, 2025, INT BUS REV","JOVER A, 2011, INT BUS REV"
"YANG M, 2025, INT BUS REV","VUORIO A, 2022, INT BUS REV"
"YANG M, 2025, INT BUS REV","WELTER C, 2017, J BUS VENTUR"
"YANG M, 2025, INT BUS REV","WILTBANK R, 2008, J BUS VENTUR"
"YANG M, 2025, INT BUS REV","YANG M, 2017, IND MARK MANAGE"
"YANG M, 2025, INT BUS REV","YANG M, 2020, J WORLD BUS"
"YANG M, 2025, INT BUS REV","YU X, 2017, TECHNOL FORECAST SOC CHANGE"
"YANG M, 2025, INT BUS REV","ZAHRA S, 2003, J INT ENTREP"
"YANG M, 2025, INT BUS REV","GEORGIOS P, 2012"
"YANG M, 2025, INT BUS REV","HAIR J, 2017"
"YANG M, 2025, INT BUS REV","AGNIHOTRI A, 2022, INT MARK REV"
"YANG M, 2025, INT BUS REV","BREIT L, 2024, J RES MARK ENTREP"
"YANG M, 2025, INT BUS REV","JAFARI‐SADEGHI V, 2019, INT BUS REV"
"YANG M, 2025, INT BUS REV","FIORE A, 2013"
"YANG M, 2025, INT BUS REV","SCOTT W, 2008"
"YANG M, 2025, INT BUS REV","SACKLEY W, 2005"
"YANG M, 2025, INT BUS REV","BAI W, 2024, J SMALL BUS MANAGE"
"YANG M, 2025, INT BUS REV","FORNELL C, 1982"
"YANG M, 2025, INT BUS REV","MARSDEN P, 1996, SOC FORCES"
"YANG M, 2025, INT BUS REV","VINZI V, 2010"
"YANG M, 2025, INT BUS REV","HAIR J, 2021"
"YANG M, 2025, INT BUS REV","HITT M, 2004"
"YANG M, 2025, INT BUS REV","MCKELVIE A, 2013"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","ABRAHAM K, 2024"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","AFSAR B, 2016, INT J HEALTH CARE QUAL ASSUR"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","AFTAB J, 2021"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","AGARWAL U, 2021, J BUS RES"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","AGRAWAL R, 2017"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","ALETI T, 2015"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","ALI H, 2023"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","ALKHADRA W, 2022"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","ALVI T, 2024"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","AMOAKO G, 2021"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","ANAZA N, 2015, J BUS IND MARK"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","ANNING‐DORSON T, 2021, J ENTERPR EMERG ECON"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","ARAR K, 2016"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","ARNETT D, 2021, IND MARK MANAGE"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","BAI B, 2024"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","BAŞAR U, 2024, J ENTERPR EMERG ECON"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","BASHIR H, 2024, INT J MANPOW"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","BHATTI W, 2020, J KNOWL MANAG"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","BURHAN Q, 2023"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","CHATTERJEE S, 2021, INT MARK REV"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","CHAWLA P, 2019"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","CHENG J, 2024"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","CRICK J, 2019, J RES MARK ENTREP"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","CUCINO V, 2020, J KNOWL MANAG"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","DAGHFOUS A, 2018"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","DOH J, 2011, J BUS ETHICS"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","DONG W, 2022"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","GUHA S, 2017"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","ENGELBRECHT A, 2017"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","ERIKSSON T, 2020"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","LUO F, 2018, ASIA PAC EDUC REV"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","FAROUK S, 2018"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","FIORE A, 2013"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","GOSWAMI A, 2022, J KNOWL MANAG"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","GOSWAMI A, 2020"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","GOU J, 2019, VINE J INFORM KNOWL MANAG"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","HAIR J, 2011"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","HAIR J, 2018"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","HAQUE A, 2018"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","HENSELER J, 2014, J ACAD MARKET SCI"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","HERMAWATI A, 2020"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","HOANG G, 2022"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","HOANG G, 2020"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","IGNACIO J, 2019"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","INAM A, 2021, INT J MANPOW"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","IQBAL S, 2024"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","JANG Y, 2023"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","JAVED A, 2024"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","JEHANZEB K, 2020"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","JOE S, 2018"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","JÓIA L, 2010, J KNOWL MANAG"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","KAKAR A, 2020"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","KHAN H, 2022, INT J ENTREP BEHAV RES"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","KHANAM Z, 2023"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","NEZAM M, 2019"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","KHASMAFKAN-NEZAM M, 2023, VINE J INFORM KNOWL MANAG"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","KIM H, 2013"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","KIM E, 2020"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","KIM T, 2017"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","KOBURTAY T, 2020"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","KOCK N, 2015"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","KOCK N, 2012"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","CHOI B, 2013, MANAG DECIS"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","KYAMBADE M, 2024"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","LE P, 2022, J KNOWL MANAG"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","LUU T, 2022"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","MAI Y, 2018, CHIN MANAG STUD"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","MATA M, 2024, J KNOWL MANAG"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","MEN C, 2018, J BUS ETHICS"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","MENSAH J, 2018, INT J MANPOW"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","MILON L, 2021"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","MISHRA B, 2021"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","MOSQUERA P, 2024"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","MOUSA M, 2019"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","MUNIR R, 2019"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","NAKRA N, 2024"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","NAQSHBANDI M, 2018, INT BUS REV"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","NAZIR S, 2020"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","NEDKOVSKI V, 2016, J BUS RES"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","NUGROHO M, 2018, J ORGAN CHANGE MANAGE"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","OH J, 2021, J BUS IND MARK"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","OLIVA F, 2018, J ORGAN CHANGE MANAGE"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","OSKAM J, 2022"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","OTAYE‐EBEDE L, 2019, J BUS ETHICS"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","PARIYANTI E, 2024"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","PARK I, 2023"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","PETRYLAITĖ E, 2020, J RES MARK ENTREP"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","PODSAKOFF P, 2003, J APPL PSYCHOL"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","POUNDER P, 2021"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","RUIZ‐PALOMINO P, 2012, J BUS ETHICS"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","SENDJAYA S, 2019"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","SHAIK A, 2024, J KNOWL MANAG"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","SHARMA D, 2024"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","SKOGLUND A, 2020"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","SPATZIER A, 2018"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","SUN Y, 2022, INT J ENTREP BEHAV RES"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","SUN J, 2022, J KNOWL MANAG"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","TEO S, 2019, INT J HOSP MANAG"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","THAI T, 2023"
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J",
"KHASMAFKAN-NEZAM MH, 2025, SOC RESPONSIB J","WALUMBWA F, 2016, J BUS RES"
